,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
146,147,Sam Perkins,IND,81,20.0,6.6,2.3,5.4,41.7,1.1,2.7,40.8,1.0,1.2,82.5,0.8,2.8,3.6,0.8,0.4,0.4,0.8,7.7
147,148,Tony Battie,BOS,82,18.4,6.6,2.7,5.6,47.7,0.0,0.1,12.5,1.2,1.8,67.5,1.9,3.1,5.0,0.8,0.6,0.9,0.8,9.5
148,149,Rick Fox,LAL,82,18.0,6.5,2.5,6.1,41.4,0.7,2.2,32.6,0.8,1.0,80.8,0.8,1.6,2.4,1.7,0.6,0.3,1.1,6.8
149,150,Lawrence Funderburke,SAC,75,13.7,6.4,2.5,4.7,52.3,0.0,0.0,0.0,1.5,2.2,70.6,1.3,1.8,3.1,0.4,0.4,0.3,0.5,7.3
150,151,Jaren Jackson,SAS,81,20.9,6.3,2.3,6.0,38.1,1.3,3.8,35.3,0.4,0.6,64.7,0.4,1.8,2.2,1.5,0.7,0.1,0.8,6.0
151,152,Anthony Carter,MIA,79,23.5,6.3,2.5,6.4,39.5,0.0,0.3,13.0,1.2,1.6,75.0,0.6,1.9,2.5,4.8,1.2,0.1,2.2,8.4
152,153,Derek Fisher,LAL,78,23.1,6.3,2.1,6.2,34.6,0.7,2.1,31.3,1.3,1.9,72.4,0.3,1.6,1.8,2.8,1.0,0.0,1.0,6.4
153,154,Tony Farmer,GSW,74,16.2,6.3,1.7,4.2,40.7,0.1,0.6,18.2,2.7,3.6,76.6,1.6,2.4,4.0,1.0,0.9,0.2,1.1,7.9
154,155,Luc Longley,PHX,72,19.7,6.3,2.6,5.5,46.6,0.0,0.0,0.0,1.1,1.3,82.5,1.4,3.1,4.5,1.1,0.3,0.6,1.9,7.6
155,156,Greg Anthony,POR,82,18.9,6.3,2.1,5.1,40.6,1.1,2.8,37.8,1.1,1.4,77.2,0.2,1.4,1.6,2.5,0.7,0.1,1.0,6.9
156,157,Michael Curry,DET,82,19.6,6.2,2.2,4.6,48.0,0.0,0.1,20.0,1.7,2.0,83.9,0.3,1.0,1.3,1.1,0.4,0.1,0.9,5.3
157,158,Scott Burrell,NJN,74,18.1,6.1,2.2,5.7,39.4,1.1,3.1,35.3,0.5,0.7,78.0,0.9,2.6,3.5,1.0,0.9,0.6,0.5,7.9
158,159,Chris Anstey,CHI,73,13.8,6.0,2.2,5.0,44.2,0.0,0.1,16.7,1.6,2.0,78.9,1.2,2.6,3.8,0.9,0.4,0.3,1.1,7.2
159,160,Bo Outlaw,ORL,82,28.4,6.0,2.5,4.1,60.2,0.0,0.0,0.0,1.0,2.0,50.6,2.5,3.9,6.4,3.0,1.4,1.8,1.6,14.3
160,161,Lorenzen Wright,ATL,75,16.1,6.0,2.4,4.8,49.9,0.0,0.0,33.3,1.2,1.8,64.4,1.6,2.5,4.1,0.3,0.4,0.5,0.9,7.3
161,162,Baron Davis,CHH,82,18.6,5.9,2.2,5.3,42.0,0.3,1.4,22.5,1.2,1.9,63.4,0.6,1.4,2.0,3.8,1.2,0.2,1.7,7.7
162,163,Bryce Drew,HOU,72,18.0,5.8,2.2,5.7,38.3,0.8,2.3,36.2,0.6,0.7,84.9,0.3,1.1,1.4,2.3,0.6,0.0,0.9,5.5
163,164,Rasho Nesterovic,MIN,82,21.0,5.7,2.5,5.3,47.6,0.0,0.0,0.0,0.7,1.3,57.3,1.6,3.0,4.6,1.1,0.3,1.0,0.9,8.6
164,165,Robert Horry,LAL,76,22.2,5.7,2.1,4.8,43.8,0.4,1.2,30.9,1.2,1.5,78.8,1.8,3.0,4.8,1.6,1.1,1.1,1.0,10.2
165,166,Jamie Feick,NJN,81,27.7,5.7,2.2,5.2,42.8,0.0,0.0,100,1.2,1.6,70.7,3.3,6.1,9.3,0.8,0.5,0.5,0.7,12.6
166,167,Darrick Martin,SAC,71,12.6,5.7,1.9,4.9,38.0,0.5,1.7,30.6,1.4,1.7,82.4,0.1,0.5,0.6,1.7,0.4,0.0,0.9,4.2
167,168,Mark Bryant,CLE,75,22.8,5.7,2.3,4.6,50.3,0.0,0.0,0.0,1.0,1.3,80.9,1.7,3.0,4.7,0.8,0.4,0.4,1.2,8.3
168,169,Adonal Foyle,GSW,76,21.8,5.5,2.5,5.0,50.8,0.0,0.0,0.0,0.4,1.2,37.8,2.3,3.3,5.6,0.6,0.3,1.8,0.9,9.7
169,170,Scot Pollard,SAC,76,17.6,5.4,2.0,3.7,52.7,0.0,0.0,0.0,1.5,2.1,71.7,2.2,3.1,5.3,0.6,0.7,0.8,0.7,9.8
170,171,Olden Polynice,UTA,82,22.2,5.3,2.5,4.9,51.0,0.0,0.0,50.0,0.3,1.1,31.1,2.0,3.5,5.5,0.5,0.4,1.0,0.9,8.7
171,172,Chris Childs,NYK,71,23.6,5.3,2.1,5.0,40.9,0.5,1.5,35.6,0.7,0.8,79.7,0.2,1.8,2.1,4.0,0.5,0.1,1.5,7.3
172,173,Muggsy Bogues,TOR,80,21.6,5.1,2.0,4.5,43.9,0.2,0.6,33.3,1.0,1.1,90.8,0.3,1.4,1.7,3.7,0.8,0.1,0.7,8.1
173,174,Samaki Walker,SAS,71,13.8,5.1,1.9,4.3,44.9,0.0,0.0,0.0,1.2,1.8,68.3,1.1,2.7,3.8,0.5,0.1,0.5,0.9,6.2
174,175,Bobby Jackson,MIN,73,14.2,5.1,1.9,4.7,40.5,0.2,0.6,28.3,1.0,1.3,77.6,0.7,1.4,2.1,2.4,0.7,0.1,0.8,6.3
175,176,A.C. Green,LAL,82,23.5,5.0,2.1,4.7,44.7,0.0,0.0,25.0,0.8,1.2,69.5,2.0,4.0,5.9,1.0,0.6,0.2,0.6,9.2
176,177,Randy Livingston,PHX,79,13.7,4.8,2.0,4.7,41.6,0.2,0.7,34.5,0.7,0.8,83.9,0.3,1.3,1.6,2.2,0.6,0.2,1.2,5.4
177,178,Ben Wallace,ORL,81,24.2,4.8,2.1,4.1,50.3,0.0,0.0,0.0,0.7,1.4,47.4,2.6,5.6,8.2,0.8,0.9,1.6,0.8,12.7
178,179,Ervin Johnson,MIL,80,26.6,4.8,1.8,3.5,51.6,0.0,0.0,0.0,1.2,2.0,60.5,2.9,5.2,8.1,0.6,1.0,1.6,1.0,12.6
179,180,Danny Manning,MIL,72,16.9,4.6,2.1,4.7,44.0,0.0,0.1,25.0,0.5,0.7,65.4,0.7,2.2,2.9,1.0,0.9,0.4,0.8,6.1
180,181,Greg Ostertag,UTA,81,19.8,4.5,1.5,3.3,46.4,0.0,0.0,0.0,1.5,2.3,63.6,2.1,3.8,6.0,0.2,0.2,2.1,1.0,9.5
181,182,Jerome Kersey,SAS,72,18.2,4.5,2.0,4.9,41.2,0.0,0.1,0.0,0.4,0.6,70.7,0.8,2.3,3.1,1.0,0.9,0.7,0.7,6.4
182,183,Sean Rooks,DAL,71,14.1,4.4,1.7,4.0,43.1,0.0,0.0,0.0,0.9,1.3,73.0,1.2,2.3,3.5,1.0,0.4,0.7,1.0,6.4
183,184,Brian Shaw,LAL,74,16.9,4.1,1.7,4.4,38.2,0.2,0.8,31.0,0.6,0.7,75.9,0.6,2.3,2.9,2.7,0.5,0.2,1.0,6.5
184,185,Jermaine O'Neal,POR,70,12.3,3.9,1.5,3.2,48.6,0.0,0.0,0.0,0.8,1.4,58.2,1.4,1.9,3.3,0.3,0.2,0.8,0.7,5.5
185,186,Quincy Lewis,UTA,74,12.1,3.8,1.5,4.0,37.2,0.3,0.9,36.5,0.5,0.7,73.1,0.6,0.9,1.5,0.5,0.3,0.2,0.6,3.1
186,187,Jacque Vaughn,UTA,78,11.3,3.7,1.4,3.4,41.6,0.2,0.4,41.2,0.7,1.0,75.0,0.1,0.7,0.8,1.6,0.4,0.0,1.0,3.3
187,188,Michael Ruffin,CHI,71,13.7,2.2,0.8,1.9,42.0,0.0,0.0,0.0,0.6,1.2,48.9,1.6,1.9,3.5,0.6,0.4,0.4,0.8,4.5
