,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
17,18,Amar'e Stoudemire,PHX,82,32.8,20.4,7.4,12.9,57.5,0.0,0.0,0.0,5.6,7.1,78.1,2.7,6.9,9.6,1.0,1.0,1.3,2.8,23.4
18,19,Kevin Martin,SAC,80,35.2,20.2,6.3,13.3,47.3,1.6,4.2,38.1,6.0,7.1,84.4,0.9,3.4,4.3,2.2,1.2,0.1,1.7,18.2
19,20,Tim Duncan,SAS,80,34.1,20.0,7.7,14.1,54.6,0.0,0.1,11.1,4.5,7.1,63.7,2.7,7.9,10.6,3.4,0.8,2.4,2.8,25.4
20,21,Antawn Jamison,WAS,70,38.0,19.8,7.3,16.3,45.0,2.0,5.4,36.4,3.2,4.4,73.6,1.9,6.1,8.0,1.9,1.1,0.5,1.5,19.9
21,22,Richard Hamilton,DET,75,36.8,19.8,7.3,15.6,46.8,0.6,1.7,34.1,4.6,5.4,86.1,1.0,2.8,3.8,3.8,0.8,0.2,2.1,17.2
22,23,Eddy Curry,NYK,81,35.2,19.5,7.2,12.5,57.6,0.0,0.0,100,5.0,8.1,61.5,2.4,4.6,7.0,0.8,0.4,0.5,3.6,16.2
23,24,Josh Howard,DAL,70,35.1,18.9,7.0,15.4,45.9,1.3,3.4,38.5,3.5,4.2,82.7,1.9,4.9,6.8,1.8,1.2,0.8,1.8,18.6
24,25,Metta World Peace,SAC,70,37.7,18.8,6.5,14.9,44.0,1.3,3.7,35.8,4.4,5.9,74.0,1.5,5.0,6.5,3.4,2.1,0.6,2.1,19.4
25,26,Luol Deng,CHI,82,37.5,18.8,7.7,14.9,51.7,0.0,0.1,14.3,3.4,4.4,77.7,1.8,5.3,7.1,2.5,1.2,0.6,1.9,20.1
26,27,Steve Nash,PHX,76,35.3,18.6,6.8,12.8,53.2,2.1,4.5,45.5,2.9,3.3,89.9,0.4,3.1,3.5,11.6,0.8,0.1,3.8,24.5
27,28,Tony Parker,SAS,77,32.5,18.6,7.4,14.2,52.0,0.2,0.5,39.5,3.6,4.5,78.3,0.4,2.8,3.2,5.5,1.1,0.1,2.5,18.1
28,29,Mike Miller,MEM,70,39.1,18.5,6.6,14.4,46.0,2.9,7.1,40.6,2.3,2.9,79.3,0.7,4.7,5.4,4.3,0.8,0.3,2.6,18.2
29,30,Andre Iguodala,PHI,76,40.3,18.2,5.8,13.0,44.7,0.6,2.0,31.0,5.9,7.3,82.0,1.0,4.7,5.7,5.7,2.0,0.4,3.4,20.1
30,31,Gerald Wallace,CHA,72,36.7,18.1,6.6,13.2,50.2,0.5,1.7,32.5,4.3,6.2,69.1,2.0,5.2,7.2,2.6,2.0,1.0,2.2,20.1
31,32,Leandro Barbosa,PHX,80,32.7,18.1,6.6,13.9,47.6,2.4,5.5,43.4,2.5,2.9,84.5,0.3,2.4,2.7,4.0,1.2,0.2,1.8,16.5
32,33,Dwight Howard,ORL,82,36.9,17.6,6.4,10.6,60.3,0.0,0.0,50.0,4.8,8.1,58.6,3.5,8.8,12.3,1.9,0.9,1.9,3.9,23.1
33,34,Mehmet Okur,UTA,80,33.3,17.6,6.1,13.3,46.2,1.6,4.2,38.4,3.7,4.8,76.5,2.0,5.2,7.2,2.0,0.5,0.5,1.6,17.8
34,35,Shawn Marion,PHX,80,37.6,17.5,7.0,13.4,52.4,1.0,3.2,31.7,2.5,3.1,81.0,2.2,7.7,9.8,1.7,2.0,1.5,1.4,24.1
35,36,Mike Bibby,SAC,82,34.0,17.1,5.7,14.2,40.4,2.1,5.9,36.0,3.5,4.2,83.0,0.5,2.7,3.2,4.7,1.1,0.1,2.4,14.6
36,37,Chauncey Billups,DET,70,36.2,17.0,5.0,11.6,42.7,1.6,4.5,34.5,5.5,6.2,88.3,0.3,3.1,3.4,7.2,1.2,0.2,2.0,19.6
37,38,Ricky Davis,MIN,81,37.3,17.0,6.2,13.4,46.5,1.5,3.8,39.7,3.0,3.5,83.9,0.7,3.2,3.9,4.8,1.0,0.3,2.6,16.5
38,39,Corey Maggette,LAC,75,30.5,16.9,4.9,10.8,45.4,0.2,0.9,20.0,6.9,8.4,82.0,1.2,4.7,5.9,2.8,0.9,0.2,2.7,16.5
39,40,Jason Terry,DAL,81,35.1,16.7,6.3,13.1,48.4,2.0,4.6,43.8,2.0,2.5,80.4,0.5,2.3,2.9,5.2,1.0,0.2,1.9,16.8
40,41,Kirk Hinrich,CHI,80,35.5,16.6,5.9,13.3,44.8,1.8,4.2,41.5,3.0,3.6,83.5,0.4,3.0,3.4,6.3,1.3,0.3,2.4,17.5
41,42,Manu Ginobili,SAS,75,27.5,16.5,5.3,11.4,46.4,1.7,4.3,39.6,4.3,5.0,86.0,0.8,3.6,4.4,3.5,1.5,0.4,2.1,17.3
42,43,Monta Ellis,GSW,77,34.3,16.5,6.2,13.1,47.5,0.5,1.9,27.3,3.5,4.6,76.3,0.8,2.4,3.2,4.1,1.7,0.3,2.9,14.9
43,44,Al Harrington,GSW,78,32.9,16.5,6.3,13.9,45.7,1.6,3.8,43.3,2.2,3.1,69.4,1.9,4.4,6.4,1.9,0.8,0.3,2.2,15.2
44,45,Josh Smith,ATL,72,36.8,16.4,6.1,13.8,43.9,0.5,2.1,25.0,3.7,5.4,69.3,2.3,6.3,8.6,3.3,1.4,2.9,3.2,20.0
45,46,Stephon Marbury,NYK,74,37.1,16.4,5.3,12.9,41.5,1.7,4.7,35.7,4.0,5.2,76.9,0.5,2.4,2.9,5.4,1.0,0.1,2.4,14.6
46,47,Deron Williams,UTA,80,36.9,16.2,6.2,13.5,45.6,1.0,3.2,32.2,2.8,3.7,76.7,0.5,2.8,3.3,9.3,1.0,0.2,3.1,18.7
47,48,Stephen Jackson,GSW,75,33.1,15.5,5.5,12.6,43.3,1.3,4.1,32.2,3.2,4.0,81.3,0.8,2.1,3.0,3.8,1.1,0.5,2.4,13.5
48,49,Larry Hughes,CLE,70,37.1,14.9,5.4,13.6,40.0,1.1,3.2,33.3,3.0,4.4,67.6,0.6,3.2,3.8,3.7,1.3,0.4,2.2,12.2
49,50,Ruben Patterson,MIL,81,31.0,14.7,5.9,10.7,54.8,0.0,0.2,15.8,3.0,4.6,64.1,2.3,3.1,5.4,2.9,1.4,0.3,2.5,15.7
50,51,Raja Bell,PHX,78,37.4,14.7,5.3,12.2,43.2,2.6,6.4,41.3,1.5,1.9,77.6,0.6,2.6,3.2,2.5,0.6,0.3,1.1,12.9
51,52,Kyle Korver,PHI,74,30.9,14.4,5.0,11.4,44.0,1.8,4.1,43.0,2.6,2.8,91.4,0.4,3.1,3.5,1.4,0.8,0.3,1.6,12.2
52,53,Tayshaun Prince,DET,82,36.6,14.3,5.6,12.2,46.0,1.0,2.6,38.6,2.1,2.7,76.8,1.8,3.5,5.2,2.8,0.6,0.7,1.2,15.2
53,54,Raymond Felton,CHA,78,36.3,14.0,5.0,13.1,38.4,1.3,4.0,33.0,2.6,3.3,79.7,0.7,2.8,3.4,7.0,1.5,0.1,2.9,14.4
54,55,T.J. Ford,TOR,75,29.9,14.0,5.2,12.0,43.6,0.3,0.9,30.4,3.2,3.9,81.9,0.7,2.4,3.1,7.9,1.3,0.1,3.1,15.9
55,56,Danny Granger,IND,82,34.0,13.9,4.9,10.6,45.9,1.3,3.5,38.2,2.9,3.6,80.3,1.4,3.3,4.6,1.4,0.8,0.7,1.6,13.4
56,57,Cuttino Mobley,LAC,78,36.4,13.8,5.0,11.3,44.0,1.3,3.2,41.1,2.6,3.1,83.7,0.7,2.8,3.4,2.5,1.2,0.3,1.9,12.6
57,58,Desmond Mason,NOK,75,34.3,13.7,5.4,12.0,45.2,0.0,0.0,0.0,2.9,4.3,66.3,1.7,2.9,4.6,1.5,0.7,0.3,2.6,10.2
58,59,Charlie Bell,MIL,82,34.7,13.5,5.2,11.9,43.7,1.5,4.4,35.2,1.6,2.0,78.0,0.7,2.2,2.9,3.0,1.2,0.0,1.3,12.3
59,60,Chris Wilcox,SEA,82,31.5,13.5,5.3,10.0,52.9,0.0,0.1,0.0,2.9,4.3,68.4,2.2,5.5,7.7,1.0,0.9,0.5,1.5,15.9
60,61,Andre Miller,PHI,80,37.1,13.4,5.3,11.4,46.6,0.1,0.4,14.3,2.8,3.5,78.4,1.2,3.2,4.4,7.8,1.4,0.1,2.8,17.6
61,62,Hedo Turkoglu,ORL,73,31.1,13.3,4.7,11.3,41.9,1.5,3.8,38.8,2.3,3.0,78.1,0.8,3.2,4.0,3.2,1.0,0.2,2.0,12.5
62,63,Rafer Alston,HOU,82,37.1,13.3,4.7,12.4,37.5,2.3,6.5,36.3,1.6,2.2,73.4,0.4,3.1,3.4,5.4,1.6,0.1,2.1,13.4
63,64,Chucky Atkins,MEM,75,27.5,13.2,4.1,9.5,43.4,1.5,4.1,37.9,3.4,4.1,81.0,0.2,1.6,1.9,4.6,0.7,0.1,1.7,12.5
64,65,Jason Kidd,NJN,80,36.7,13.0,4.6,11.4,40.6,1.6,4.5,34.3,2.2,2.9,77.8,1.7,6.5,8.2,9.2,1.6,0.3,2.7,22.2
65,66,Jameer Nelson,ORL,77,30.3,13.0,4.9,11.4,43.0,0.8,2.5,33.5,2.4,2.9,82.8,0.6,2.4,3.1,4.3,0.9,0.1,2.4,12.0
66,67,Jamaal Tinsley,IND,72,31.2,12.8,4.8,12.3,38.9,0.8,2.7,31.6,2.4,3.3,72.0,0.8,2.5,3.3,6.9,1.6,0.3,2.8,13.8
67,68,Mike Dunleavy,IND,82,31.5,12.8,4.7,10.4,45.2,0.9,2.7,31.3,2.6,3.3,78.4,1.0,4.2,5.3,2.8,1.0,0.3,1.8,13.9
68,69,Hakim Warrick,MEM,82,26.2,12.7,4.5,8.7,52.4,0.0,0.1,0.0,3.6,4.7,77.1,1.6,3.5,5.1,0.9,0.5,0.4,2.0,12.5
69,70,Anthony Parker,TOR,73,33.4,12.4,4.5,9.4,47.7,1.6,3.6,44.1,1.8,2.2,83.5,0.8,3.1,3.9,2.1,1.0,0.2,1.0,13.2
70,71,Rasheed Wallace,DET,75,32.3,12.3,4.8,11.2,42.3,1.4,3.9,35.1,1.4,1.8,78.8,1.2,6.0,7.2,1.7,1.0,1.6,1.3,15.7
71,72,Mark Blount,MIN,82,31.0,12.3,5.2,10.2,50.9,0.1,0.4,29.0,1.8,2.4,75.4,1.7,4.5,6.2,0.8,0.5,0.7,1.9,13.0
72,73,Zaza Pachulia,ATL,72,28.1,12.2,4.0,8.5,47.4,0.0,0.0,0.0,4.1,5.2,78.6,2.8,4.2,6.9,1.5,1.1,0.5,2.3,14.3
73,74,Matt Carroll,CHA,72,26.1,12.1,4.0,9.1,43.3,1.5,3.7,41.6,2.6,2.9,90.4,0.5,2.4,2.9,1.3,0.7,0.1,1.0,10.6
74,75,Ryan Gomes,BOS,73,31.2,12.1,4.6,9.9,46.7,0.2,0.6,38.1,2.6,3.2,81.1,1.7,3.9,5.6,1.6,0.7,0.2,1.4,12.8
75,76,Jarrett Jack,POR,79,33.6,12.0,4.1,8.9,45.4,0.8,2.3,35.0,3.1,3.5,87.1,0.2,2.4,2.6,5.3,1.1,0.1,2.4,13.4
76,77,Zydrunas Ilgauskas,CLE,78,27.3,11.9,4.9,10.2,48.5,0.0,0.0,0.0,2.0,2.5,80.7,3.1,4.6,7.7,1.6,0.6,1.3,1.8,15.5
77,78,Adam Morrison,CHA,78,29.8,11.8,4.6,12.1,37.6,1.1,3.3,33.7,1.5,2.2,71.0,0.7,2.3,2.9,2.1,0.4,0.1,1.7,7.4
78,79,Matt Harpring,UTA,77,25.5,11.6,4.2,8.5,49.1,0.2,0.5,33.3,3.1,4.0,76.7,1.5,3.1,4.6,1.3,0.7,0.1,1.5,11.5
79,80,Willie Green,PHI,74,24.9,11.3,4.8,11.7,41.1,0.7,2.1,32.5,1.0,1.5,66.7,0.6,1.6,2.1,1.5,0.8,0.1,1.4,7.0
80,81,DeShawn Stevenson,WAS,82,29.5,11.2,4.2,9.2,46.1,0.9,2.2,40.4,1.9,2.6,70.4,0.7,2.0,2.6,2.7,0.8,0.2,1.5,10.4
81,82,Marcus Camby,DEN,70,33.8,11.2,4.5,9.4,47.3,0.0,0.0,0.0,2.3,3.2,72.9,2.3,9.3,11.7,3.2,1.2,3.3,1.7,23.0
82,83,Mickael Pietrus,GSW,72,26.9,11.1,4.0,8.1,48.8,1.3,3.3,38.8,1.9,2.9,64.8,1.1,3.4,4.5,0.9,0.7,0.8,1.5,11.3
83,84,Drew Gooden,CLE,80,28.0,11.1,4.6,9.8,47.3,0.0,0.1,16.7,1.8,2.5,71.4,3.3,5.2,8.5,1.1,0.9,0.4,1.4,14.6
84,85,Smush Parker,LAL,82,30.0,11.1,4.2,9.6,43.6,1.3,3.7,36.5,1.4,2.1,64.6,0.5,2.0,2.5,2.8,1.5,0.1,1.9,9.9
85,86,Tim Thomas,LAC,76,27.0,11.0,3.9,9.5,41.4,1.8,4.7,38.2,1.3,1.9,70.8,0.8,4.1,5.0,2.3,0.7,0.4,1.4,11.8
86,87,Luke Ridnour,SEA,71,29.5,11.0,4.2,9.8,43.3,0.7,2.0,35.3,1.8,2.2,80.5,0.4,1.9,2.3,5.2,1.2,0.3,2.2,11.7
87,88,Luther Head,HOU,80,27.6,10.9,3.8,8.8,43.7,2.2,5.0,44.1,1.0,1.3,79.0,0.4,2.8,3.2,2.4,1.0,0.1,1.7,10.6
88,89,Rudy Gay,MEM,78,27.0,10.8,4.1,9.7,42.2,0.7,1.8,36.4,1.9,2.7,72.7,1.2,3.3,4.5,1.3,0.9,0.9,1.8,10.3
89,90,Samuel Dalembert,PHI,82,30.9,10.7,4.3,8.0,54.1,0.0,0.0,0.0,2.0,2.7,74.6,2.9,6.0,8.9,0.8,0.6,1.9,2.0,16.6
90,91,Udonis Haslem,MIA,79,31.4,10.7,4.5,9.1,49.2,0.0,0.1,0.0,1.7,2.6,68.0,2.4,5.9,8.3,1.2,0.6,0.3,1.4,14.3
91,92,Gerald Green,BOS,81,22.0,10.4,3.8,9.1,41.9,1.2,3.2,36.8,1.6,2.0,80.5,0.8,1.7,2.6,1.0,0.5,0.3,1.5,7.6
92,93,Devin Harris,DAL,80,26.0,10.2,3.7,7.4,49.2,0.2,0.6,28.0,2.7,3.3,82.4,0.6,1.9,2.5,3.7,1.2,0.3,1.8,11.6
93,94,Randy Foye,MIN,82,22.9,10.1,3.7,8.4,43.4,0.8,2.3,36.8,2.0,2.3,85.4,0.6,2.1,2.7,2.8,0.6,0.3,1.9,9.6
94,95,Shane Battier,HOU,82,36.4,10.1,3.6,8.0,44.6,1.9,4.5,42.1,1.1,1.4,77.9,0.8,3.3,4.1,2.1,1.0,0.7,0.9,12.5
95,96,Rasual Butler,NOK,81,27.4,10.1,3.9,9.7,39.8,1.7,4.5,36.9,0.7,1.1,64.4,0.5,2.6,3.2,0.8,0.5,0.7,0.8,8.1
96,97,Mike James,MIN,82,25.2,10.1,3.6,8.6,42.2,1.0,2.6,37.2,1.9,2.2,83.7,0.3,1.7,2.0,3.6,0.7,0.1,1.6,9.6
97,98,Derek Fisher,UTA,82,27.9,10.1,3.1,8.2,38.2,0.6,1.9,30.8,3.2,3.7,85.3,0.4,1.5,1.8,3.3,1.0,0.1,1.5,9.2
98,99,Chris Kaman,LAC,75,29.0,10.1,3.9,8.7,45.1,0.0,0.0,0.0,2.2,3.0,74.1,2.1,5.7,7.8,1.1,0.5,1.5,2.0,13.5
99,100,Shareef Abdur-Rahim,SAC,80,25.2,9.9,3.9,8.2,47.4,0.0,0.3,15.0,2.1,2.9,72.6,1.5,3.5,5.0,1.4,0.7,0.5,1.5,10.9
100,101,Mikki Moore,NJN,79,26.4,9.8,3.9,6.4,60.9,0.0,0.0,0.0,2.0,3.0,68.1,1.8,3.3,5.1,0.9,0.6,0.8,1.4,12.3
101,102,Matt Barnes,GSW,76,23.9,9.8,3.6,8.3,43.8,1.4,3.8,36.6,1.2,1.6,73.2,1.2,3.4,4.6,2.1,1.0,0.5,1.4,11.5
102,103,Boris Diaw,PHX,73,31.1,9.7,4.2,7.8,53.8,0.2,0.6,33.3,1.1,1.6,68.3,1.2,3.1,4.3,4.8,0.4,0.5,2.1,13.5
103,104,Juwan Howard,HOU,80,26.5,9.7,3.9,8.3,46.5,0.0,0.0,0.0,1.9,2.4,82.4,1.7,4.2,5.9,1.6,0.4,0.1,1.4,11.4
104,105,Nick Collison,SEA,82,29.0,9.6,3.9,7.8,50.0,0.0,0.0,0.0,1.9,2.4,77.4,2.8,5.3,8.1,1.0,0.6,0.8,1.5,14.2
105,106,Juan Dixon,TOR,81,23.8,9.6,3.7,8.7,42.5,1.0,2.8,35.0,1.2,1.4,87.1,0.3,1.6,2.0,1.5,0.9,0.1,1.2,7.7
106,107,Andris Biedrins,GSW,82,29.0,9.5,4.2,7.1,59.9,0.0,0.0,0.0,1.1,2.0,52.1,3.1,6.2,9.3,1.1,0.8,1.7,1.5,17.1
107,108,Channing Frye,NYK,72,26.3,9.5,4.1,9.6,43.3,0.0,0.3,16.7,1.2,1.5,78.7,1.3,4.2,5.5,0.9,0.5,0.6,1.4,9.9
108,109,Tyson Chandler,NOK,73,34.6,9.5,4.0,6.4,62.4,0.0,0.0,0.0,1.5,2.8,52.7,4.4,8.0,12.4,0.9,0.5,1.8,1.7,19.6
109,110,Earl Watson,SEA,77,27.9,9.4,3.4,8.9,38.3,1.2,3.6,32.9,1.4,1.9,73.5,0.4,2.0,2.4,5.7,1.3,0.3,2.2,10.9
110,111,Jannero Pargo,NOK,82,20.9,9.2,3.5,8.4,40.9,1.0,2.5,38.8,1.3,1.5,85.2,0.2,2.0,2.2,2.5,0.6,0.0,1.5,7.8
111,112,Bostjan Nachbar,NJN,76,20.2,9.2,3.0,6.5,45.7,1.5,3.5,42.3,1.7,2.2,80.5,0.4,3.0,3.3,0.8,0.4,0.3,0.9,9.2
112,113,Michael Finley,SAS,82,22.2,9.0,3.3,8.1,41.2,1.3,3.5,36.4,1.1,1.2,91.8,0.4,2.3,2.7,1.3,0.4,0.2,0.6,8.2
113,114,Morris Peterson,TOR,71,21.3,8.9,3.1,7.3,42.9,1.5,4.2,35.9,1.2,1.7,68.3,0.5,2.9,3.3,0.7,0.6,0.2,0.7,8.3
114,115,Damien Wilkins,SEA,82,24.8,8.8,3.2,7.3,43.5,0.6,1.5,41.0,1.8,2.1,88.2,1.1,1.7,2.8,1.9,1.1,0.2,1.4,9.0
115,116,Jose Calderon,TOR,77,21.0,8.7,3.4,6.6,52.1,0.3,1.0,33.3,1.5,1.9,81.8,0.3,1.5,1.7,5.0,0.8,0.1,1.4,11.4
116,117,Alonzo Mourning,MIA,77,20.4,8.6,3.1,5.5,56.0,0.0,0.0,0.0,2.4,4.0,60.1,1.6,2.9,4.5,0.2,0.2,2.3,1.7,10.1
117,118,John Salmons,SAC,79,27.0,8.5,3.0,6.5,45.6,0.5,1.4,35.7,2.0,2.6,77.9,0.6,2.7,3.3,3.2,0.9,0.3,1.5,10.7
118,119,Brent Barry,SAS,75,21.7,8.5,2.7,5.7,47.5,1.7,3.8,44.6,1.4,1.6,88.0,0.2,1.9,2.1,1.8,0.7,0.2,0.8,9.4
119,120,Antoine Walker,MIA,78,23.3,8.5,3.4,8.6,39.7,1.1,3.9,27.5,0.6,1.3,43.8,1.2,3.2,4.3,1.7,0.6,0.2,1.8,7.6
120,121,Maurice Evans,LAL,76,22.8,8.4,3.1,7.1,43.2,0.6,1.8,36.1,1.6,2.0,78.7,1.2,1.7,2.9,1.0,0.5,0.2,0.8,7.7
121,122,Ime Udoka,POR,75,28.6,8.4,3.2,6.9,46.1,1.2,2.9,40.6,0.9,1.2,74.2,1.3,2.5,3.7,1.5,0.9,0.2,1.0,9.8
122,123,Andrei Kirilenko,UTA,70,29.3,8.3,2.8,6.0,47.1,0.2,1.1,21.3,2.5,3.4,72.8,1.3,3.4,4.7,2.9,1.1,2.1,1.9,13.0
123,124,Antonio McDyess,DET,82,21.1,8.1,3.5,6.6,52.6,0.0,0.0,0.0,1.2,1.7,69.1,2.0,4.0,6.0,0.9,0.7,0.8,0.9,12.0
124,125,Darko Milicic,ORL,80,23.9,8.0,3.1,6.9,45.4,0.0,0.0,0.0,1.8,2.9,61.3,1.8,3.7,5.5,1.1,0.6,1.8,1.6,10.5
125,126,Andrew Bynum,LAL,82,21.9,7.8,3.0,5.4,55.8,0.0,0.0,0.0,1.7,2.6,66.8,1.7,4.2,5.9,1.1,0.1,1.6,1.4,11.9
126,127,James Posey,MIA,71,27.0,7.7,2.6,6.1,43.1,1.4,3.6,37.5,1.1,1.4,82.7,0.9,4.1,5.0,1.3,1.0,0.3,0.8,10.9
127,128,Carlos Arroyo,ORL,72,18.1,7.7,2.8,6.6,42.5,0.2,0.7,27.5,1.8,2.3,79.5,0.4,1.4,1.9,2.8,0.5,0.0,1.3,7.4
128,129,Linas Kleiza,DEN,79,18.8,7.6,2.5,6.0,42.2,1.1,2.8,37.6,1.5,1.7,85.2,1.0,2.4,3.4,0.6,0.4,0.2,1.0,7.3
129,130,Dahntay Jones,MEM,78,21.4,7.5,2.8,5.9,47.7,0.1,0.2,41.7,1.8,2.2,79.3,0.6,1.4,2.0,0.9,0.5,0.3,1.2,6.4
130,131,Craig Smith,MIN,82,18.7,7.4,3.0,5.6,53.1,0.0,0.1,0.0,1.4,2.3,62.4,1.8,3.3,5.1,0.6,0.6,0.2,0.9,9.5
131,132,Jarvis Hayes,WAS,81,20.1,7.2,2.8,6.7,41.0,0.8,2.3,36.1,0.9,1.0,84.5,0.5,2.1,2.6,1.0,0.6,0.2,0.7,6.7
132,133,Chris Duhon,CHI,78,24.4,7.2,2.5,6.2,40.8,1.1,3.1,35.9,1.0,1.3,75.2,0.3,1.9,2.2,4.0,0.9,0.1,1.3,8.9
133,134,Antonio Daniels,WAS,80,22.0,7.1,2.2,4.9,44.2,0.2,0.8,30.2,2.6,3.1,83.2,0.2,1.7,1.9,3.6,0.5,0.1,0.9,9.2
134,135,Erick Dampier,DAL,76,25.2,7.1,2.8,4.4,62.6,0.0,0.0,0.0,1.6,2.5,62.3,2.9,4.6,7.4,0.6,0.3,1.1,1.4,12.5
135,136,Martell Webster,POR,82,21.5,7.0,2.4,6.0,39.6,1.1,3.0,36.4,1.1,1.6,70.5,0.5,2.4,2.9,0.6,0.4,0.2,0.9,6.2
136,137,Donyell Marshall,CLE,81,16.8,7.0,2.6,6.1,42.4,1.2,3.3,35.1,0.7,1.0,66.3,1.1,2.9,4.0,0.6,0.5,0.5,0.8,7.9
137,138,Paul Millsap,UTA,82,18.0,6.8,2.5,4.9,52.5,0.0,0.0,33.3,1.7,2.5,67.3,2.2,2.9,5.2,0.8,0.8,0.9,1.1,10.2
138,139,Marcus Williams,NJN,79,16.6,6.8,2.6,6.7,39.5,0.6,2.1,28.2,0.9,1.1,84.7,0.4,1.7,2.1,3.3,0.4,0.0,1.8,6.5
139,140,Anderson Varejao,CLE,81,23.9,6.8,2.4,5.0,47.6,0.0,0.1,0.0,2.0,3.3,61.6,2.4,4.4,6.7,0.9,0.9,0.6,0.8,11.3
140,141,Trenton Hassell,MIN,76,29.3,6.7,2.9,5.8,49.0,0.1,0.3,24.0,0.9,1.2,78.3,1.1,2.1,3.2,2.7,0.3,0.3,1.1,8.9
141,142,Brendan Haywood,WAS,77,22.6,6.6,2.6,4.6,55.8,0.0,0.0,0.0,1.5,2.7,54.8,2.5,3.7,6.2,0.6,0.4,1.1,1.2,10.6
142,143,Eduardo Najera,DEN,75,22.1,6.6,2.7,4.7,57.6,0.0,0.2,8.3,1.2,1.6,71.5,1.7,2.4,4.1,0.9,1.0,0.3,0.7,9.7
143,144,Jamaal Magloire,POR,81,21.0,6.5,2.5,4.9,50.4,0.0,0.0,0.0,1.6,3.0,54.1,1.9,4.2,6.1,0.4,0.3,0.8,1.6,8.7
144,145,Steve Blake,DEN,82,27.1,6.4,2.5,6.2,41.1,0.8,2.5,32.2,0.5,0.8,67.2,0.3,1.8,2.1,5.0,0.7,0.1,1.6,8.8
145,146,Steven Hunter,PHI,70,22.9,6.4,2.7,4.7,57.7,0.0,0.0,0.0,1.1,2.2,49.0,1.6,3.2,4.8,0.4,0.2,1.1,0.9,8.9
