,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
146,147,Scot Pollard,SAC,80,23.5,6.4,2.5,4.5,55.0,0.0,0.0,0.0,1.4,2.1,69.3,2.4,4.7,7.1,0.7,0.9,1.0,0.9,12.4
147,148,Tyrone Nesby,WAS,70,21.4,6.3,2.6,6.0,43.5,0.2,0.7,27.7,0.9,1.3,68.8,1.5,3.0,4.5,1.3,0.9,0.3,0.7,8.8
148,149,Tyson Chandler,CHI,71,19.6,6.1,2.1,4.3,49.7,0.0,0.0,0.0,1.9,3.1,60.4,1.6,3.2,4.8,0.8,0.4,1.3,1.4,8.6
149,150,Shawn Kemp,POR,75,16.5,6.1,2.3,5.4,43.0,0.0,0.1,0.0,1.4,1.7,79.4,1.2,2.6,3.8,0.7,0.6,0.4,1.1,7.1
150,151,Troy Murphy,GSW,82,17.7,5.9,2.2,5.2,42.1,0.0,0.1,33.3,1.5,1.9,77.6,1.2,2.7,3.9,0.9,0.4,0.3,1.0,6.9
151,152,Lindsey Hunter,LAL,82,19.7,5.8,2.3,6.0,38.2,1.0,2.5,38.0,0.2,0.5,50.0,0.2,1.3,1.5,1.6,0.8,0.2,0.7,5.2
152,153,Kevin Ollie,IND,81,21.3,5.7,1.7,4.4,38.8,0.0,0.0,50.0,2.3,2.8,82.4,0.3,2.0,2.3,3.6,0.8,0.0,1.3,7.9
153,154,Jeff Foster,IND,82,21.8,5.7,2.2,4.8,44.9,0.0,0.2,13.3,1.4,2.2,61.0,2.5,4.3,6.8,0.9,0.9,0.5,1.0,10.2
154,155,Terry Porter,SAS,72,17.9,5.5,1.9,4.5,42.4,0.8,2.0,41.5,0.9,1.2,81.9,0.2,2.1,2.3,2.8,0.6,0.2,1.2,7.6
155,156,Tony Massenburg,MEM,73,17.1,5.5,2.2,4.8,45.6,0.0,0.0,100,1.2,1.6,71.8,1.4,3.1,4.4,0.4,0.4,0.4,0.9,7.2
156,157,Jahidi White,WAS,71,19.0,5.4,2.1,3.9,53.8,0.0,0.0,0.0,1.2,2.2,53.9,2.2,4.0,6.3,0.2,0.4,1.1,0.9,9.6
157,158,Shandon Anderson,NYK,82,19.5,5.0,1.8,4.5,39.9,0.5,1.7,27.7,0.9,1.3,69.2,0.7,2.3,3.0,0.9,0.6,0.2,1.2,5.4
158,159,Ryan Bowen,DEN,75,22.5,4.9,2.0,4.1,47.9,0.0,0.2,8.3,0.9,1.2,75.0,1.8,2.2,4.0,0.7,1.0,0.5,0.5,8.1
159,160,Hanno Mottola,ATL,82,16.7,4.8,2.1,4.7,44.0,0.0,0.2,7.7,0.7,0.9,75.0,1.0,2.3,3.3,0.6,0.2,0.2,0.9,5.5
160,161,Adonal Foyle,GSW,79,18.8,4.8,2.2,4.9,44.4,0.0,0.0,0.0,0.5,1.2,39.8,1.9,3.0,4.9,0.5,0.5,2.1,1.0,8.4
161,162,Stacey Augmon,CHH,77,17.1,4.6,1.8,4.3,42.7,0.0,0.0,0.0,1.0,1.3,76.2,0.8,2.2,2.9,1.3,0.7,0.2,0.7,6.3
162,163,Slava Medvedenko,LAL,71,10.2,4.7,2.0,4.3,47.7,0.0,0.1,0.0,0.6,0.9,66.1,1.2,1.0,2.2,0.6,0.4,0.2,0.6,4.9
163,164,Vitaly Potapenko,BOS,79,17.0,4.6,1.7,3.8,45.5,0.0,0.0,0.0,1.1,1.5,74.2,2.1,2.3,4.4,0.4,0.5,0.2,0.8,6.8
164,165,Jason Collins,NJN,77,18.2,4.5,1.5,3.6,42.1,0.0,0.0,50.0,1.5,2.1,70.1,1.7,2.2,3.9,1.1,0.4,0.6,0.9,6.8
165,166,Bo Outlaw,PHX,83,23.2,4.5,2.0,3.6,55.5,0.0,0.0,50.0,0.5,1.2,42.2,1.8,2.6,4.4,1.5,0.8,1.1,1.2,8.9
166,167,Fred Hoiberg,CHI,79,17.8,4.4,1.5,3.7,41.6,0.3,1.2,26.1,1.0,1.2,84.0,0.2,2.4,2.7,1.7,0.8,0.1,0.4,6.8
167,168,Darvin Ham,MIL,70,17.2,4.3,1.7,3.0,56.9,0.0,0.1,14.3,0.9,1.8,50.4,1.3,1.6,2.9,1.0,0.4,0.5,1.2,5.8
168,169,Michael Curry,DET,82,23.2,4.0,1.5,3.4,45.3,0.1,0.3,26.9,0.9,1.1,79.1,0.2,1.9,2.0,1.5,0.6,0.1,0.7,5.5
169,170,Corie Blount,PHI,72,19.9,3.6,1.6,3.5,45.8,0.0,0.0,0.0,0.4,0.6,64.4,2.1,3.0,5.1,0.6,0.7,0.4,0.7,7.5
170,171,Raja Bell,PHI,74,12.1,3.4,1.4,3.2,42.9,0.2,0.6,27.3,0.5,0.6,75.0,0.4,1.1,1.5,1.0,0.3,0.1,0.6,3.6
171,172,Greg Ostertag,UTA,74,15.0,3.3,1.2,2.7,45.3,0.0,0.0,0.0,0.9,1.8,48.5,1.7,2.5,4.2,0.7,0.2,1.5,0.7,6.8
172,173,Sam Mitchell,MIN,74,9.8,3.3,1.3,3.1,43.2,0.1,0.5,28.6,0.5,0.7,77.6,0.2,0.9,1.1,0.6,0.2,0.1,0.4,3.0
173,174,Joel Przybilla,MIL,71,15.9,2.7,1.1,2.0,53.5,0.0,0.0,0.0,0.5,1.3,42.2,1.1,2.9,4.0,0.3,0.3,1.7,0.6,6.6
174,175,Ervin Johnson,MIL,81,20.5,2.6,1.1,2.4,46.1,0.0,0.0,0.0,0.4,0.8,45.5,1.8,4.0,5.8,0.3,0.5,1.0,0.6,7.8
