,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
146,147,Rasho Nesterovic,SAS,70,25.5,5.9,2.8,6.1,46.0,0.0,0.0,0.0,0.2,0.4,46.7,2.6,3.9,6.6,1.0,0.4,1.7,1.0,11.0
147,148,Trevor Ariza,NYK,80,17.3,5.9,2.2,4.9,44.2,0.0,0.2,23.1,1.5,2.2,69.5,1.1,1.9,3.0,1.1,0.9,0.2,0.9,6.8
148,149,Milt Palacio,TOR,80,19.2,5.8,2.2,4.9,44.6,0.0,0.2,16.7,1.4,1.9,74.2,0.3,1.4,1.7,3.5,0.6,0.2,1.3,7.3
149,150,Fred Hoiberg,MIN,76,16.7,5.8,1.8,3.7,48.9,0.9,1.9,48.3,1.2,1.3,87.3,0.4,2.0,2.4,1.1,0.7,0.2,0.3,7.8
150,151,Jason Collier,ATL,70,13.5,5.7,2.5,5.4,46.3,0.1,0.2,42.9,0.7,1.0,67.6,1.2,1.4,2.6,0.3,0.2,0.2,0.9,4.9
151,152,Devin Harris,DAL,76,15.4,5.7,2.1,4.8,42.9,0.6,1.7,33.6,1.0,1.4,75.7,0.4,1.0,1.3,2.2,1.0,0.3,1.1,6.4
152,153,Nick Collison,SEA,82,17.0,5.6,2.3,4.3,53.7,0.0,0.0,0.0,1.0,1.4,70.3,1.9,2.7,4.6,0.4,0.4,0.6,0.8,8.5
153,154,Howard Eisley,UTA,74,19.4,5.6,2.2,5.5,39.8,0.4,1.4,26.2,0.9,1.1,79.5,0.2,1.0,1.2,3.4,0.6,0.1,1.5,5.9
154,155,Robert Traylor,CLE,74,17.9,5.5,2.4,5.4,44.4,0.0,0.1,0.0,0.7,1.4,53.9,1.8,2.6,4.5,0.8,0.7,0.7,1.0,7.6
155,156,Rick Brunson,LAC,80,24.3,5.5,2.1,5.5,37.6,0.6,1.6,36.9,0.7,0.9,77.0,0.3,2.1,2.3,5.1,1.0,0.1,1.6,8.8
156,157,Mikki Moore,LAC,74,15.9,5.4,1.9,3.9,50.2,0.0,0.1,20.0,1.4,1.8,78.7,1.3,2.0,3.3,0.6,0.3,0.4,0.9,6.8
157,158,Jacque Vaughn,NJN,71,19.9,5.3,2.1,4.6,44.9,0.1,0.2,33.3,1.1,1.3,83.5,0.2,1.3,1.5,1.9,0.6,0.0,0.9,5.6
158,159,Keyon Dooling,MIA,74,16.0,5.2,1.9,4.7,40.3,0.3,1.0,25.3,1.1,1.5,78.0,0.1,1.1,1.2,1.8,0.5,0.1,0.9,4.9
159,160,Quinton Ross,LAC,78,21.2,5.1,2.1,4.8,43.2,0.0,0.1,25.0,0.9,1.4,67.3,0.8,1.9,2.7,1.4,0.7,0.3,0.7,6.2
160,161,James Jones,IND,75,17.7,4.9,1.7,4.2,39.6,0.9,2.2,39.8,0.7,0.8,85.5,0.5,1.8,2.3,0.8,0.4,0.4,0.6,5.6
161,162,Jerome James,SEA,80,16.6,4.9,2.2,4.3,50.9,0.0,0.0,0.0,0.6,0.8,72.3,1.0,2.0,3.0,0.2,0.3,1.4,1.1,6.4
162,163,Reggie Evans,SEA,79,23.8,4.9,1.7,3.5,47.6,0.0,0.0,0.0,1.6,3.0,53.4,3.2,6.1,9.3,0.7,0.7,0.2,1.3,11.4
163,164,Tony Battie,ORL,81,23.4,4.9,2.0,4.4,46.0,0.0,0.1,0.0,0.8,1.2,72.3,1.3,4.2,5.6,0.5,0.4,1.0,1.0,8.7
164,165,Marcus Banks,BOS,81,14.1,4.6,1.4,3.5,40.2,0.3,0.7,35.6,1.5,2.0,74.2,0.4,1.2,1.6,1.9,0.8,0.2,1.0,5.4
165,166,Steven Hunter,PHX,76,13.8,4.6,1.8,2.9,61.4,0.0,0.0,0.0,1.0,2.1,47.9,1.3,1.7,3.0,0.2,0.1,1.3,0.6,6.3
166,167,Pat Garrity,ORL,71,13.4,4.6,1.7,4.3,40.2,0.7,2.1,33.3,0.4,0.5,87.9,0.3,1.5,1.7,0.4,0.3,0.1,0.4,4.1
167,168,Jerome Williams,NYK,79,15.3,4.5,1.5,3.1,50.2,0.0,0.1,0.0,1.5,2.2,66.9,1.5,2.1,3.6,0.5,0.7,0.1,0.8,6.4
168,169,Adonal Foyle,GSW,78,21.8,4.5,2.0,4.0,50.2,0.0,0.0,0.0,0.5,0.9,55.6,2.1,3.4,5.5,0.7,0.3,2.0,0.7,10.0
169,170,Bryon Russell,DEN,70,14.6,4.4,1.4,3.6,37.7,0.8,2.1,37.6,0.9,1.1,79.2,0.7,1.7,2.5,1.0,0.6,0.2,0.5,5.7
170,171,Tierre Brown,LAL,76,14.0,4.4,1.6,4.6,35.6,0.3,0.9,36.1,0.8,1.0,78.7,0.3,0.9,1.2,2.0,0.4,0.0,1.0,3.9
171,172,Lucious Harris,CLE,73,15.4,4.3,1.6,4.1,39.5,0.3,0.9,32.3,0.8,0.9,81.2,0.5,1.1,1.7,0.7,0.4,0.1,0.4,4.0
172,173,Dikembe Mutombo,HOU,80,15.1,4.0,1.4,2.7,49.8,0.0,0.0,0.0,1.3,1.8,74.1,1.9,3.5,5.3,0.1,0.2,1.3,0.6,8.5
173,174,Michael Doleac,MIA,80,14.7,4.0,1.9,4.1,44.7,0.0,0.0,0.0,0.3,0.5,61.0,0.9,2.3,3.2,0.6,0.3,0.3,0.5,5.5
174,175,Eric Snow,CLE,81,22.7,4.0,1.5,4.0,38.2,0.2,0.6,28.9,0.7,1.0,73.8,0.5,1.5,1.9,3.9,0.8,0.2,1.1,7.0
175,176,Lindsey Hunter,DET,76,15.0,3.8,1.4,4.0,35.8,0.3,1.1,27.4,0.6,0.8,79.3,0.5,1.1,1.6,1.7,0.9,0.2,0.9,4.5
176,177,Eddie Gill,IND,73,14.0,3.7,1.1,3.3,33.5,0.5,1.6,30.8,1.0,1.1,87.7,0.2,1.3,1.5,1.1,0.8,0.1,0.8,4.1
177,178,Walter McCarty,PHX,72,12.6,3.6,1.3,3.3,40.4,0.8,2.2,35.5,0.2,0.4,51.7,0.4,1.5,1.9,0.5,0.3,0.2,0.5,4.0
178,179,Alan Henderson,DAL,78,15.4,3.5,1.5,2.8,52.7,0.0,0.0,0.0,0.5,1.0,53.9,2.1,2.4,4.5,0.3,0.4,0.5,0.6,6.7
179,180,Shawn Bradley,DAL,77,11.5,2.7,1.1,2.4,45.2,0.0,0.0,0.0,0.6,0.8,68.3,0.9,1.9,2.8,0.2,0.3,0.8,0.4,4.8
180,181,Michael Ruffin,WAS,79,16.0,1.4,0.5,1.3,41.4,0.0,0.0,0.0,0.4,0.8,43.3,2.0,2.2,4.2,0.8,0.5,0.5,0.6,5.7
