,#,player,team,age,gp,w,l,min,"pts
off to","2nd
pts",fbps,pitp,"opp pts
off to","opp
2nd pts","opp
fbps","opp
pitp",blk,blka,pf,pfd,season
2701,47,Ben Gordon,CHI,23,80,40,40,31.0,2.7,1.3,1.8,3.2,10.1,9.0,6.2,21.0,0.1,0.9,3.0,2.9,'05-06
2702,47,Carmelo Anthony,DEN,22,80,44,36,36.8,5.0,2.5,5.1,11.4,12.7,11.1,10.4,31.6,0.5,1.5,2.9,6.4,'05-06
2703,47,Clifford Robinson,NJN,39,80,49,31,23.3,1.2,0.9,0.4,1.7,7.3,5.1,5.9,17.1,0.5,0.2,2.6,0.9,'05-06
2704,47,Deron Williams,UTA,22,80,39,41,28.8,1.6,1.2,1.5,3.1,10.0,8.0,7.4,21.7,0.2,0.8,2.9,2.0,'05-06
2705,47,Gilbert Arenas,WAS,24,80,40,40,42.3,5.4,2.0,4.0,7.4,13.9,11.5,11.0,35.0,0.3,0.8,3.6,7.5,'05-06
2706,47,Jacque Vaughn,NJN,31,80,48,32,15.4,0.7,0.1,0.7,1.2,5.2,3.3,3.5,11.1,0.0,0.1,1.8,1.0,'05-06
2707,47,Jason Kidd,NJN,33,80,49,31,37.2,2.4,0.9,2.5,2.6,11.0,8.1,8.7,26.2,0.4,0.3,2.0,2.2,'05-06
2708,47,Jason Terry,DAL,28,80,58,22,35.0,3.0,1.7,3.0,3.8,9.5,8.9,8.6,26.2,0.3,0.6,2.5,2.4,'05-06
2709,47,Joey Graham,TOR,24,80,26,54,19.8,1.1,0.7,1.2,2.6,6.1,5.5,4.7,17.6,0.2,0.3,2.9,1.4,'05-06
2710,47,Josh Smith,ATL,20,80,26,54,32.0,1.8,1.9,1.6,4.8,11.8,10.3,7.7,28.6,2.6,0.4,3.3,2.9,'05-06
2711,47,Juwan Howard,HOU,33,80,34,46,31.7,1.5,1.6,0.8,4.3,10.3,7.5,7.1,20.9,0.1,0.8,2.9,1.9,'05-06
2712,47,Kobe Bryant,LAL,27,80,45,35,41.0,5.9,3.7,4.3,9.6,11.9,11.4,8.4,33.8,0.4,1.0,2.9,8.1,'05-06
2713,47,Lamar Odom,LAL,26,80,45,35,40.3,2.3,2.1,1.2,8.0,11.2,10.8,7.7,31.7,0.8,0.7,3.2,3.6,'05-06
2714,47,Luther Head,HOU,23,80,32,48,28.9,1.9,0.8,1.1,2.4,8.8,6.9,6.2,17.6,0.1,0.5,2.1,1.2,'05-06
2715,47,Maurice Evans,DET,27,80,64,16,14.2,0.9,0.9,1.0,1.9,5.2,3.7,4.5,12.0,0.2,0.1,1.5,0.6,'05-06
2716,47,Michael Redd,MIL,26,80,39,41,39.1,4.6,2.4,3.2,7.5,13.4,10.4,10.1,32.8,0.1,1.1,2.0,5.4,'05-06
2717,47,Nazr Mohammed,SAS,28,80,62,18,17.4,0.8,1.9,0.3,4.3,5.0,4.7,4.1,15.0,0.6,0.7,2.8,1.5,'05-06
2718,47,Nenad Krstic,NJN,22,80,48,32,30.9,2.0,2.3,0.9,6.9,8.5,6.6,7.1,22.1,0.8,1.1,3.7,3.4,'05-06
2719,47,Orien Greene,BOS,24,80,31,49,15.4,0.7,0.4,0.6,1.3,5.9,3.5,2.9,11.6,0.1,0.2,2.3,0.7,'05-06
2720,47,Pau Gasol,MEM,25,80,47,33,39.2,2.8,3.0,0.7,11.9,12.0,10.6,10.7,30.1,1.9,1.4,2.3,6.8,'05-06
2721,47,Rasheed Wallace,DET,31,80,63,17,34.7,2.2,2.1,0.6,3.4,8.7,9.1,7.4,28.5,1.6,0.2,2.9,2.3,'05-06
2722,47,Rasho Nesterovic,SAS,30,80,61,19,18.9,0.5,1.1,0.1,3.4,4.9,4.0,4.1,14.6,1.1,0.2,2.6,0.6,'05-06
2723,47,Raymond Felton,CHA,22,80,26,54,30.1,2.1,1.2,1.7,4.0,9.5,8.2,7.2,28.1,0.1,0.7,2.3,2.9,'05-06
2724,47,Richard Hamilton,DET,28,80,64,16,35.3,3.2,2.2,3.1,7.2,9.2,9.5,7.7,29.4,0.2,0.9,2.6,3.2,'05-06
2725,47,Tim Duncan,SAS,30,80,61,19,34.8,3.2,3.4,0.5,10.8,8.7,8.5,7.6,27.0,2.0,0.8,2.7,5.6,'05-06
2726,47,Tony Parker,SAS,24,80,61,19,33.9,3.6,1.3,3.9,11.2,8.6,8.6,7.1,28.1,0.1,1.0,2.0,3.7,'05-06
2727,74,Brad Miller,SAC,30,79,42,37,37.0,2.4,2.2,0.6,4.9,12.2,9.6,8.9,30.5,0.8,0.7,3.0,3.7,'05-06
2728,74,Brendan Haywood,WAS,26,79,41,38,23.8,1.0,2.4,0.5,5.5,7.6,6.4,6.3,18.9,1.3,0.4,2.9,2.7,'05-06
2729,74,Cuttino Mobley,LAC,30,79,45,34,37.7,1.7,1.1,1.8,4.6,11.8,9.7,7.5,30.9,0.5,0.6,2.6,2.6,'05-06
2730,74,Drew Gooden,CLE,24,79,49,30,27.5,1.5,2.7,0.7,6.5,8.6,6.6,5.9,21.4,0.6,0.7,2.4,2.6,'05-06
2731,74,Elton Brand,LAC,27,79,44,35,39.2,3.3,3.3,1.9,12.0,12.4,10.3,8.0,31.9,2.5,0.8,2.9,5.8,'05-06
2732,74,Jamal Crawford,NYK,26,79,21,58,32.3,2.4,1.5,1.5,4.0,13.3,8.7,7.6,25.0,0.2,0.5,1.9,2.8,'05-06
2733,74,Jarrett Jack,POR,22,79,20,59,20.2,1.0,0.5,0.9,2.4,7.1,6.2,4.8,16.3,0.0,0.3,1.7,1.6,'05-06
2734,74,Jarron Collins,UTA,27,79,39,40,21.9,0.7,1.6,0.2,2.2,7.6,4.9,5.8,14.4,0.3,0.4,3.2,2.9,'05-06
2735,74,LeBron James,CLE,21,79,47,32,42.5,5.2,2.4,6.2,12.8,12.8,10.3,9.1,32.8,0.8,0.8,2.3,7.5,'05-06
2736,74,Luke Ridnour,SEA,25,79,34,45,33.2,1.8,1.0,2.0,3.0,11.7,11.2,9.2,30.4,0.3,0.5,2.3,2.5,'05-06
2737,74,Marvin Williams,ATL,20,79,25,54,24.7,1.4,1.6,1.0,3.3,8.6,7.9,6.1,22.4,0.3,0.7,2.9,2.3,'05-06
2738,74,Mike James,TOR,31,79,25,54,37.0,3.2,1.5,2.5,6.3,11.5,9.7,9.3,32.7,0.0,0.9,2.7,3.7,'05-06
2739,74,Paul Pierce,BOS,28,79,32,47,39.0,4.1,2.4,2.7,8.9,15.1,11.1,9.1,33.1,0.4,1.1,2.8,7.8,'05-06
2740,74,Primoz Brezec,CHA,26,79,25,54,27.4,2.0,2.5,0.7,5.8,8.3,7.5,6.9,26.4,0.4,0.6,2.9,2.6,'05-06
2741,74,Raja Bell,PHX,29,79,54,25,37.5,2.3,1.1,2.7,1.6,11.5,10.9,8.7,31.2,0.3,0.3,3.1,2.9,'05-06
2742,74,Rashad McCants,MIN,21,79,31,48,17.2,1.3,0.7,1.4,3.3,5.5,5.3,3.7,13.5,0.3,0.3,2.2,1.2,'05-06
2743,74,Rasual Butler,NOK,27,79,36,43,23.7,1.6,0.9,1.0,1.9,6.8,6.3,5.2,17.5,0.6,0.3,1.8,1.0,'05-06
2744,74,Steve Nash,PHX,32,79,54,25,35.4,2.8,1.1,2.2,5.9,10.5,10.5,8.1,29.7,0.2,0.4,1.5,4.0,'05-06
2745,74,Tyson Chandler,CHI,23,79,39,40,26.8,0.7,2.1,0.4,3.9,9.2,6.9,5.6,16.5,1.3,0.3,3.8,2.4,'05-06
2746,74,Vince Carter,NJN,29,79,49,30,36.8,3.5,3.2,2.6,8.9,10.4,8.1,8.5,25.8,0.7,0.7,3.0,6.2,'05-06
2747,94,Chris Kaman,LAC,24,78,45,33,32.8,1.4,2.7,0.3,8.7,10.3,8.8,6.6,27.3,1.4,0.8,3.4,2.7,'05-06
2748,94,Chris Paul,NOK,21,78,35,43,36.0,3.2,1.7,3.1,6.2,10.3,8.9,9.1,28.3,0.1,0.8,2.8,5.2,'05-06
2749,94,Danny Granger,IND,23,78,39,39,22.6,1.2,1.4,0.8,2.7,7.7,6.3,5.2,17.6,0.8,0.4,2.7,1.8,'05-06
2750,94,Hedo Turkoglu,ORL,27,78,35,43,33.5,1.8,1.5,1.7,3.6,12.2,8.9,8.3,25.8,0.3,0.4,3.0,2.6,'05-06
2751,94,Lorenzen Wright,MEM,30,78,47,31,21.7,1.1,1.7,0.2,4.0,6.0,5.5,5.4,15.6,0.6,0.6,2.6,1.4,'05-06
2752,94,Luol Deng,CHI,21,78,39,39,33.4,2.7,2.4,2.2,6.9,11.5,8.9,7.4,22.4,0.6,0.9,1.6,2.7,'05-06
2753,94,Matt Bonner,TOR,26,78,26,52,21.9,1.0,1.4,0.5,1.3,6.6,5.5,5.2,18.4,0.4,0.2,2.8,1.1,'05-06
2754,94,Matt Carroll,CHA,25,78,24,54,16.4,1.7,0.5,1.2,1.4,5.4,4.3,3.9,13.9,0.1,0.4,1.5,1.4,'05-06
2755,94,Rashard Lewis,SEA,26,78,33,45,36.9,3.0,2.4,2.7,6.6,12.9,11.7,9.8,32.9,0.6,0.7,2.4,4.4,'05-06
2756,94,Ray Allen,SEA,30,78,35,43,38.7,3.5,2.1,3.5,5.3,14.2,12.4,10.3,34.1,0.2,0.6,1.9,3.9,'05-06
2757,94,Richard Jefferson,NJN,26,78,49,29,39.2,4.0,2.0,4.8,7.6,10.8,8.6,9.4,28.3,0.2,0.8,2.5,5.7,'05-06
2758,94,Ricky Davis,MIN,26,78,29,49,41.1,3.5,1.7,3.6,6.3,14.7,12.4,8.3,33.9,0.2,0.9,2.4,3.8,'05-06
2759,94,Sam Cassell,LAC,36,78,45,33,34.0,2.3,1.5,2.2,3.7,10.7,8.9,6.9,28.1,0.1,0.4,2.9,3.3,'05-06
2760,94,Zaza Pachulia,ATL,22,78,26,52,31.4,1.7,2.6,1.1,6.7,11.3,9.8,7.7,29.1,0.5,1.2,3.7,4.4,'05-06
2761,94,Zydrunas Ilgauskas,CLE,31,78,48,30,29.3,1.6,3.8,0.4,8.6,9.5,6.9,5.7,20.5,1.7,0.7,3.6,3.8,'05-06
2762,109,Adonal Foyle,GSW,31,77,32,45,23.7,0.7,1.1,0.2,3.6,8.0,6.8,6.7,20.2,1.6,0.3,2.8,1.1,'05-06
2763,109,Carlos Arroyo,ORL,26,77,54,23,15.5,1.1,0.7,1.0,1.8,5.5,4.4,4.3,12.4,0.1,0.3,1.5,1.5,'05-06
2764,109,Chris Wilcox,SEA,23,77,45,32,19.9,1.0,1.8,1.2,5.7,7.3,5.8,5.1,16.8,0.4,0.3,2.4,1.6,'05-06
2765,109,Jared Jeffries,WAS,24,77,39,38,25.3,1.0,1.8,1.4,3.8,7.6,6.5,6.4,20.0,0.6,0.5,2.9,2.0,'05-06
2766,109,Michael Finley,SAS,33,77,59,18,26.5,1.5,0.7,0.8,1.6,7.9,6.4,6.4,21.7,0.1,0.2,1.3,1.0,'05-06
2767,109,Trenton Hassell,MIN,27,77,31,46,32.7,1.3,1.2,0.9,3.9,10.5,9.5,7.0,27.9,0.4,0.5,2.6,2.1,'05-06
2768,109,Vladimir Radmanovic,LAC,25,77,35,42,25.6,1.6,0.9,0.9,2.2,9.5,7.5,5.8,21.0,0.4,0.5,2.7,1.1,'05-06
2769,116,Al Harrington,ATL,26,76,24,52,36.6,3.1,2.6,1.7,7.6,13.7,11.0,9.2,33.9,0.2,0.9,4.0,3.8,'05-06
2770,116,Flip Murray,CLE,26,76,35,41,27.8,2.2,0.9,2.0,5.0,9.7,7.3,7.2,21.6,0.1,0.8,1.8,2.5,'05-06
2771,116,Juan Dixon,POR,27,76,19,57,25.3,1.5,1.0,1.4,3.2,8.6,7.2,6.5,20.0,0.1,0.6,2.1,1.9,'05-06
2772,116,Jumaine Jones,CHA,27,76,23,53,27.5,2.1,1.4,1.3,2.0,8.8,8.1,6.5,25.6,0.3,0.3,2.6,1.6,'05-06
2773,116,Kevin Garnett,MIN,30,76,31,45,38.9,3.2,2.7,1.4,8.3,12.3,11.0,8.1,31.6,1.4,0.5,2.7,5.8,'05-06
2774,116,Michael Ruffin,WAS,29,76,39,37,13.3,0.3,0.7,0.1,0.9,5.0,3.4,3.8,11.5,0.4,0.1,2.4,0.9,'05-06
2775,122,Anthony Johnson,IND,31,75,35,40,26.4,1.3,0.9,1.3,3.3,8.8,7.5,5.8,20.8,0.3,0.4,1.8,1.8,'05-06
2776,122,Bobby Simmons,MIL,26,75,36,39,33.8,2.3,1.5,1.3,2.8,11.5,8.3,8.8,26.8,0.3,0.7,3.4,2.4,'05-06
2777,122,Caron Butler,WAS,26,75,40,35,36.1,3.3,2.3,3.3,6.6,11.9,9.5,9.4,31.1,0.2,0.8,3.2,3.3,'05-06
2778,122,Chris Webber,PHI,33,75,33,42,38.6,3.1,3.3,1.4,9.1,12.7,11.4,11.2,34.7,0.8,0.7,2.9,3.4,'05-06
2779,122,Dwyane Wade,MIA,24,75,48,27,38.6,3.9,2.5,4.5,12.5,12.6,9.5,9.7,28.1,0.8,0.9,2.9,7.8,'05-06
2780,122,Eddie Jones,MEM,34,75,45,30,32.5,1.9,0.9,2.0,2.9,9.5,8.8,8.5,24.5,0.4,0.5,2.7,2.6,'05-06
2781,122,James Jones,PHX,25,75,50,25,23.6,0.9,1.1,1.1,0.7,7.5,7.6,5.0,21.0,0.7,0.2,1.9,1.7,'05-06
2782,122,Jason Richardson,GSW,25,75,32,43,38.4,4.3,2.6,4.0,8.4,12.2,11.3,10.7,32.8,0.5,1.0,2.7,4.2,'05-06
2783,122,Marko Jaric,MIN,27,75,31,44,28.0,1.5,0.7,1.1,2.9,8.5,8.7,6.2,23.8,0.3,0.5,2.5,1.9,'05-06
2784,122,P.J. Brown,NOK,36,75,33,42,31.7,1.2,1.7,0.6,3.2,9.3,7.8,8.1,24.7,0.7,0.5,2.9,1.9,'05-06
2785,122,Sarunas Jasikevicius,IND,30,75,37,38,20.8,1.0,0.6,0.4,1.3,6.8,6.1,4.7,16.8,0.1,0.2,1.4,1.2,'05-06
2786,133,Brent Barry,SAS,34,74,56,18,17.0,0.9,0.7,1.0,1.4,4.9,4.1,3.9,13.0,0.4,0.2,1.3,0.7,'05-06
2787,133,Chris Duhon,CHI,23,74,36,38,29.1,1.5,0.4,1.0,2.2,10.2,7.7,6.6,20.2,0.0,0.4,2.1,1.8,'05-06
2788,133,Dan Gadzuric,MIL,28,74,38,36,12.0,1.0,1.2,0.8,4.4,3.8,3.3,2.9,9.3,0.6,0.3,2.3,1.3,'05-06
2789,133,David West,NOK,25,74,35,39,34.1,2.6,2.9,1.6,7.5,9.9,8.6,8.8,27.1,0.9,0.9,2.9,2.7,'05-06
2790,133,Josh Childress,ATL,23,74,24,50,30.4,1.9,2.1,1.8,5.8,12.0,9.8,7.7,27.5,0.5,0.7,2.5,2.1,'05-06
2791,133,Mike Miller,MEM,26,74,42,32,30.6,3.1,1.0,1.9,3.3,10.0,8.1,7.3,22.7,0.4,0.4,2.3,2.4,'05-06
2792,133,Troy Murphy,GSW,26,74,30,44,34.0,2.0,2.1,1.2,5.2,11.5,9.9,9.6,30.2,0.4,0.8,2.6,3.4,'05-06
2793,133,Zach Randolph,POR,24,74,21,53,34.4,2.3,3.7,0.5,8.4,12.1,9.5,9.5,27.5,0.2,1.2,2.5,4.2,'05-06
2794,141,Greg Buckner,DEN,29,73,41,32,24.1,1.8,0.5,1.2,2.1,8.4,6.7,7.2,19.9,0.3,0.2,2.5,1.1,'05-06
2795,141,Royal Ivey,ATL,24,73,24,49,13.4,0.6,0.4,0.4,1.6,4.5,3.5,3.3,12.7,0.1,0.1,2.0,0.8,'05-06
2796,143,Allen Iverson,PHI,31,72,35,37,43.1,5.8,2.5,4.7,12.1,13.6,13.1,12.0,38.4,0.1,1.4,1.7,9.3,'05-06
2797,143,Eddy Curry,NYK,23,72,20,52,25.9,1.6,2.5,0.6,9.1,11.2,7.1,6.4,21.3,0.8,0.6,3.3,4.8,'05-06
2798,143,Francisco Elson,DEN,30,72,39,33,21.9,0.7,1.0,0.8,2.4,7.7,6.0,6.4,18.1,0.6,0.2,2.9,1.1,'05-06
2799,143,Jalen Rose,NYK,33,72,21,51,27.5,2.0,0.8,1.0,3.1,9.7,7.3,7.4,23.3,0.2,0.5,2.2,3.2,'05-06
2800,143,Justin Reed,MIN,24,72,26,46,13.8,1.0,0.6,0.7,2.1,5.0,4.4,2.8,10.7,0.2,0.6,2.3,1.5,'05-06
2801,143,Keith Bogans,HOU,26,72,25,47,26.6,1.8,1.0,1.9,3.3,9.0,6.5,6.4,19.5,0.1,0.6,2.3,2.3,'05-06
2802,143,Kevin Martin,SAC,23,72,40,32,26.6,2.1,0.8,2.3,3.8,9.3,7.3,6.9,23.4,0.1,0.5,1.9,2.4,'05-06
2803,143,Kwame Brown,LAL,24,72,39,33,27.5,1.2,1.7,0.6,5.5,8.4,7.4,6.0,22.0,0.6,0.6,2.7,3.1,'05-06
2804,143,Malik Rose,NYK,31,72,20,52,15.5,0.7,1.0,0.2,2.0,6.4,3.8,4.5,12.3,0.2,0.5,2.0,1.7,'05-06
2805,143,Nate Robinson,NYK,22,72,21,51,21.4,1.6,0.8,1.0,3.1,8.7,5.5,4.6,15.5,0.0,0.6,2.8,2.3,'05-06
2806,143,Othella Harrington,CHI,32,72,36,36,11.4,0.7,0.8,0.1,2.0,3.9,3.3,2.4,7.3,0.2,0.2,1.8,1.8,'05-06
2807,143,Shareef Abdur-Rahim,SAC,29,72,38,34,27.2,2.0,2.0,0.6,7.0,9.2,7.4,6.9,21.8,0.6,0.9,3.2,2.9,'05-06
2808,143,T.J. Ford,MIL,23,72,34,38,35.5,2.3,0.9,3.7,5.2,11.9,8.8,8.6,29.0,0.1,0.7,2.7,3.0,'05-06
2809,143,Wally Szczerbiak,BOS,29,72,33,39,37.9,2.8,2.1,2.7,5.7,12.5,10.3,8.7,33.0,0.3,0.8,2.1,3.4,'05-06
2810,157,Bobby Jackson,MEM,33,71,43,28,25.0,1.7,1.3,1.5,2.8,7.9,6.2,6.0,18.2,0.0,0.7,2.2,2.1,'05-06
2811,157,Brian Scalabrine,BOS,28,71,29,42,13.2,0.5,0.4,0.1,0.7,5.0,3.4,2.2,10.1,0.3,0.1,1.8,0.6,'05-06
2812,157,Chucky Atkins,MEM,31,71,37,34,24.1,1.7,0.9,1.8,1.9,7.7,6.5,6.5,19.0,0.0,0.3,2.1,1.8,'05-06
2813,157,Dahntay Jones,MEM,25,71,43,28,13.6,0.7,0.5,0.7,1.9,4.6,3.1,3.6,11.3,0.2,0.3,1.5,1.1,'05-06
2814,157,David Wesley,HOU,35,71,31,40,33.4,1.8,1.0,1.7,1.7,10.8,8.0,7.1,20.3,0.1,0.4,3.0,2.2,'05-06
2815,157,Delonte West,BOS,22,71,28,43,34.1,1.7,0.8,2.2,4.2,13.0,9.5,7.7,28.6,0.6,0.5,2.8,1.5,'05-06
2816,157,Devean George,LAL,28,71,40,31,21.7,1.0,1.0,0.5,1.6,6.1,6.3,4.5,17.1,0.5,0.3,2.2,1.1,'05-06
2817,157,Etan Thomas,WAS,28,71,35,36,15.8,0.6,1.4,0.2,3.5,5.4,4.1,3.9,13.5,1.0,0.5,2.1,1.6,'05-06
2818,157,Jason Collins,NJN,27,71,44,27,26.7,0.7,0.5,0.1,1.0,7.6,5.5,6.1,18.3,0.6,0.3,3.5,1.8,'05-06
2819,157,Matt Harpring,UTA,30,71,35,36,27.4,2.0,2.5,1.2,5.8,9.7,7.2,7.0,19.9,0.2,0.8,2.8,3.7,'05-06
2820,157,Milt Palacio,UTA,28,71,33,38,19.4,1.4,0.4,1.7,3.5,7.8,5.1,5.3,13.7,0.2,0.7,1.8,1.7,'05-06
2821,157,Peja Stojakovic,IND,29,71,31,40,36.6,2.6,2.3,2.3,4.6,12.2,10.0,9.3,30.9,0.1,0.5,2.4,2.7,'05-06
2822,157,Ruben Patterson,DEN,30,71,29,42,25.2,2.4,1.8,3.4,8.8,9.2,7.3,7.0,22.6,0.3,1.2,2.1,3.5,'05-06
2823,157,Speedy Claxton,NOK,28,71,33,38,28.4,2.6,0.9,1.6,5.0,8.1,7.6,6.5,19.6,0.1,0.8,2.5,4.4,'05-06
2824,171,Chris Bosh,TOR,22,70,26,44,39.3,3.5,3.3,1.2,8.3,12.3,10.2,9.8,34.6,1.1,1.0,3.0,6.9,'05-06
2825,171,Desmond Mason,NOK,28,70,32,38,30.0,1.9,1.5,1.7,6.0,9.5,8.0,8.1,23.5,0.2,0.8,1.9,3.8,'05-06
2826,171,Earl Watson,SEA,27,70,39,31,22.5,1.7,1.0,1.8,2.3,8.2,6.9,6.5,18.4,0.1,0.3,2.3,1.7,'05-06
2827,171,Eddie Griffin,MIN,24,70,30,40,19.4,0.7,1.6,0.4,2.3,6.5,6.8,4.8,16.1,2.1,0.4,1.8,0.9,'05-06
2828,171,Kevin Ollie,PHI,33,70,33,37,15.3,0.6,0.1,0.4,0.9,4.8,4.7,4.1,12.5,0.0,0.1,1.5,0.8,'05-06
2829,171,Steve Francis,NYK,29,70,25,45,34.2,2.5,1.2,2.5,5.2,12.5,9.2,8.9,25.9,0.2,0.5,2.9,4.5,'05-06
2830,177,Andrei Kirilenko,UTA,25,69,38,31,37.7,2.5,2.9,1.8,7.0,13.0,9.9,9.2,26.7,3.2,0.8,2.3,5.4,'05-06
2831,177,Brevin Knight,CHA,30,69,19,50,34.1,2.2,0.8,1.8,3.7,10.3,10.2,8.0,31.1,0.1,0.8,2.9,3.6,'05-06
2832,177,Ike Diogu,GSW,22,69,26,43,14.9,1.0,1.5,0.6,4.1,5.4,3.7,4.6,12.8,0.4,0.6,2.4,1.9,'05-06
2833,177,Luke Walton,LAL,26,69,38,31,19.3,0.6,0.7,0.4,1.9,5.6,5.0,4.2,15.5,0.2,0.3,1.7,1.3,'05-06
2834,177,Steven Hunter,PHI,24,69,33,36,19.0,0.9,1.4,0.7,5.0,6.1,5.7,5.6,15.7,1.1,0.5,1.7,1.6,'05-06
2835,177,Travis Outlaw,POR,21,69,17,52,16.7,0.9,0.7,0.8,1.8,5.7,5.3,4.5,14.5,0.7,0.3,1.6,1.1,'05-06
2836,177,Viktor Khryapa,POR,23,69,16,53,21.6,1.2,1.1,0.8,2.9,8.0,6.4,4.9,17.0,0.4,0.3,3.0,1.9,'05-06
2837,184,Andris Biedrins,GSW,20,68,30,38,14.7,0.5,1.1,0.1,3.4,4.8,4.5,3.3,10.7,0.7,0.2,2.8,1.1,'05-06
2838,184,Carlos Delfino,DET,23,68,51,17,10.7,0.6,0.5,0.9,1.3,3.6,2.6,3.0,9.7,0.2,0.3,1.3,0.8,'05-06
2839,184,Fred Jones,IND,27,68,33,35,27.0,1.8,0.9,1.3,2.9,10.0,7.4,6.7,21.2,0.3,0.4,2.1,2.0,'05-06
2840,184,Hakim Warrick,MEM,23,68,42,26,10.6,1.0,0.6,0.4,2.6,3.5,2.6,2.5,8.2,0.3,0.5,1.7,1.4,'05-06
2841,184,Johan Petro,SEA,20,68,26,42,18.9,0.8,1.5,0.5,3.8,6.6,6.5,5.6,15.9,0.8,0.4,3.1,1.0,'05-06
2842,184,Kendrick Perkins,BOS,21,68,25,43,19.6,0.6,1.5,0.2,3.9,8.4,4.6,5.1,15.1,1.5,0.5,2.9,1.7,'05-06
2843,184,Kirk Snyder,NOK,23,68,28,40,19.3,1.4,1.1,1.4,3.3,5.6,4.7,5.0,14.2,0.3,0.3,1.6,1.6,'05-06
2844,184,Ryan Bowen,HOU,30,68,28,40,9.6,0.2,0.3,0.1,0.6,3.0,1.9,2.1,5.6,0.1,0.1,1.3,0.3,'05-06
2845,184,Sebastian Telfair,POR,21,68,17,51,24.1,1.5,0.5,1.3,3.3,8.9,6.8,7.0,19.4,0.1,0.6,2.5,2.2,'05-06
2846,184,Steve Blake,POR,26,68,16,52,26.2,1.1,0.8,0.9,1.1,9.6,7.7,6.6,21.7,0.1,0.2,1.6,1.1,'05-06
2847,194,David Harrison,IND,23,67,34,33,15.4,0.8,1.4,0.1,3.9,5.2,4.1,3.6,11.3,0.9,0.5,2.9,2.0,'05-06
2848,194,David Lee,NYK,23,67,21,46,16.8,0.9,1.2,1.1,3.3,7.4,4.3,4.3,13.0,0.3,0.3,1.9,1.4,'05-06
2849,194,Francisco Garcia,SAC,24,67,36,31,19.4,1.2,0.8,0.9,1.9,6.4,5.1,4.7,15.6,0.7,0.2,2.0,1.3,'05-06
2850,194,James Posey,MIA,29,67,44,23,28.6,1.4,0.6,1.0,1.1,9.4,7.5,7.3,21.3,0.3,0.1,2.9,1.2,'05-06
2851,194,Maurice Taylor,NYK,29,67,17,50,18.1,0.7,1.0,0.1,3.4,7.5,5.1,4.4,13.6,0.2,0.4,2.6,1.7,'05-06
2852,194,Quinton Ross,LAC,25,67,39,28,22.6,1.0,0.6,0.6,1.4,7.1,5.7,4.1,18.1,0.2,0.4,2.3,1.1,'05-06
2853,194,Reggie Evans,DEN,26,67,26,41,20.8,0.8,1.8,0.6,3.5,7.6,5.4,5.9,18.9,0.1,0.6,2.5,3.1,'05-06
2854,201,Bernard Robinson,CHA,25,66,16,50,19.7,1.2,1.0,0.8,3.7,6.3,5.7,4.9,17.8,0.2,0.4,2.1,1.6,'05-06
2855,201,Daniel Ewing,LAC,23,66,39,27,14.7,0.6,0.4,0.7,1.2,5.2,3.8,3.0,12.0,0.1,0.1,1.3,0.6,'05-06
2856,201,Jason Hart,SAC,28,66,34,32,12.4,0.7,0.3,0.6,0.8,4.5,3.0,2.7,9.5,0.1,0.3,1.3,0.8,'05-06
2857,201,Keith McLeod,UTA,26,66,36,30,18.7,0.9,0.3,0.9,1.0,7.0,3.8,5.0,12.5,0.1,0.2,2.0,1.8,'05-06
2858,201,Michael Sweetney,CHI,23,66,31,35,18.5,1.0,1.9,0.2,5.1,6.5,5.3,3.7,12.4,0.8,0.7,3.2,2.6,'05-06
2859,201,Nick Collison,SEA,25,66,27,39,21.9,1.3,2.2,0.6,4.8,7.8,7.4,6.2,18.6,0.5,0.5,3.2,1.7,'05-06
2860,201,Samuel Dalembert,PHI,26,66,29,37,26.7,1.0,1.6,0.3,4.7,8.7,7.3,7.2,22.8,2.4,0.4,3.7,1.7,'05-06
2861,201,Stromile Swift,HOU,26,66,26,40,20.4,1.5,1.8,0.3,5.4,6.4,5.2,4.2,12.6,0.8,0.5,3.0,2.6,'05-06
2862,209,Alonzo Mourning,MIA,36,65,43,22,20.0,0.8,2.4,0.3,5.4,6.1,5.2,5.0,14.4,2.7,0.4,2.7,3.0,'05-06
2863,209,Brian Skinner,POR,30,65,21,44,14.5,0.3,0.8,0.1,2.2,6.4,4.1,3.9,11.2,0.7,0.2,1.8,1.0,'05-06
2864,209,Channing Frye,NYK,23,65,19,46,24.2,2.1,3.2,0.4,4.9,8.7,6.5,4.6,16.9,0.7,0.5,3.1,2.6,'05-06
2865,209,Manu Ginobili,SAS,28,65,51,14,27.9,2.7,1.3,1.6,5.8,6.9,6.8,5.6,22.7,0.4,0.5,2.4,4.8,'05-06
2866,209,Nick Van Exel,SAS,34,65,51,14,15.2,0.6,0.7,0.6,1.2,4.2,3.7,4.1,11.8,0.0,0.2,0.9,0.7,'05-06
2867,209,Toni Kukoc,MIL,37,65,30,35,15.7,0.6,0.5,0.1,1.1,5.2,3.9,4.0,13.6,0.3,0.0,1.3,0.8,'05-06
2868,215,Dikembe Mutombo,HOU,40,64,27,37,14.9,0.4,1.1,0.0,1.5,5.2,3.7,2.8,7.8,0.9,0.2,2.0,1.3,'05-06
2869,215,Eduardo Najera,DEN,29,64,33,31,22.6,0.8,1.2,1.0,3.0,7.7,6.3,7.6,19.7,0.5,0.4,2.6,2.0,'05-06
