,#,player,team,age,gp,w,l,min,"pts
off to","2nd
pts",fbps,pitp,"opp pts
off to","opp
2nd pts","opp
fbps","opp
pitp",blk,blka,pf,pfd,season
2533,342,Darko Milicic,DET,20,37,26,11,6.8,0.2,0.2,0.1,0.8,1.7,1.9,1.6,4.3,0.5,0.1,0.8,0.0,'04-05
2534,342,Maciej Lampe,NOH,20,37,12,25,10.3,0.7,0.5,0.2,1.2,3.4,4.2,2.4,8.3,0.2,0.4,1.4,0.0,'04-05
2535,346,Lionel Chalmers,LAC,24,36,15,21,11.8,0.4,0.3,0.4,0.9,3.9,3.7,2.1,9.4,0.0,0.3,0.8,0.0,'04-05
2536,346,Malik Allen,CHA,27,36,13,23,14.3,0.7,1.1,0.2,1.8,4.6,4.3,2.9,9.9,0.6,0.2,1.5,0.0,'04-05
2537,348,Nikoloz Tskitishvili,GSW,22,35,19,16,6.1,0.2,0.3,0.4,0.5,2.4,2.6,1.7,5.9,0.3,0.1,0.9,0.0,'04-05
2538,348,Ryan Humphrey,MEM,25,35,21,14,9.1,0.2,1.1,0.0,1.8,2.8,2.4,2.1,5.9,0.0,0.4,1.0,0.0,'04-05
2539,348,Sasha Vujacic,LAL,21,35,12,23,11.5,0.2,0.1,0.6,0.5,3.7,3.3,2.3,9.1,0.1,0.4,1.2,0.0,'04-05
2540,351,Anthony Goldwire,MIL,33,33,10,23,16.1,1.2,0.3,0.8,0.9,4.6,4.7,5.2,16.0,0.0,0.1,1.0,0.0,'04-05
2541,351,Richard Jefferson,NJN,25,33,12,21,41.3,3.5,2.7,2.8,6.8,15.2,10.8,8.8,26.5,0.5,1.0,3.3,0.0,'04-05
2542,351,Theron Smith,CHA,24,33,6,27,15.4,0.5,0.8,0.3,1.5,5.3,4.5,4.1,12.8,0.1,0.3,1.8,0.0,'04-05
2543,351,Vitaly Potapenko,SEA,30,33,16,17,10.2,0.1,0.7,0.2,1.8,3.3,3.1,2.9,7.9,0.1,0.1,1.6,0.0,'04-05
2544,355,Jannero Pargo,CHI,25,32,19,13,14.1,0.7,0.4,0.8,0.8,5.8,3.8,3.7,10.3,0.0,0.3,1.7,0.0,'04-05
2545,355,Viktor Khryapa,POR,22,32,6,26,16.5,0.8,0.7,0.9,1.9,6.6,5.9,5.4,15.3,0.6,0.3,2.5,0.0,'04-05
2546,357,Bernard Robinson,CHA,24,31,6,25,10.6,0.6,0.3,0.5,1.5,4.2,3.4,3.1,9.5,0.1,0.3,1.4,0.0,'04-05
2547,357,Brandon Hunter,ORL,24,31,10,21,7.0,0.5,0.8,0.1,2.3,3.3,2.3,1.9,5.5,0.2,0.2,1.4,0.0,'04-05
2548,357,Jake Tsakalidis,MEM,26,31,19,12,9.1,0.3,0.6,0.1,1.7,2.8,2.9,2.1,5.5,0.5,0.3,1.4,0.0,'04-05
2549,357,Raul Lopez,UTA,25,31,9,22,16.7,0.8,0.5,0.7,1.3,5.5,3.6,3.9,11.3,0.1,0.2,2.5,0.0,'04-05
2550,361,Andris Biedrins,GSW,19,30,17,13,12.7,0.9,1.1,0.1,3.0,4.8,4.8,3.6,9.3,0.8,0.5,2.9,0.0,'04-05
2551,361,Carlos Delfino,DET,22,30,20,10,15.4,0.9,0.5,0.6,1.5,4.6,3.4,4.7,12.3,0.2,0.4,1.5,0.0,'04-05
2552,361,David West,NOH,24,30,4,26,18.3,0.7,1.6,0.5,2.9,6.7,5.1,5.5,15.2,0.5,0.5,2.1,0.0,'04-05
2553,361,Shaun Livingston,LAC,19,30,13,17,27.3,0.9,0.8,1.0,3.3,10.5,8.4,6.4,21.3,0.4,0.3,2.7,0.0,'04-05
2554,365,Damien Wilkins,SEA,25,29,17,12,17.8,1.8,1.5,0.8,3.4,5.9,4.3,4.8,14.3,0.3,0.2,1.9,0.0,'04-05
2555,365,Junior Harrington,NOH,24,29,4,25,18.8,1.1,0.6,0.9,1.5,7.1,5.4,3.7,13.4,0.2,0.5,2.5,0.0,'04-05
2556,365,Kevin Willis,ATL,42,29,4,25,11.9,0.8,0.8,0.4,1.9,5.0,3.8,3.7,9.3,0.2,0.2,1.8,0.0,'04-05
2557,368,Pape Sow,TOR,23,27,11,16,9.3,0.6,0.7,0.1,1.6,3.1,1.9,1.9,7.0,0.1,0.5,1.7,0.0,'04-05
2558,368,Vin Baker,HOU,33,27,10,17,7.5,0.1,0.3,0.1,0.5,3.7,2.7,2.6,7.3,0.1,0.1,1.4,0.0,'04-05
2559,370,Kevin Ollie,PHI,32,26,12,14,6.2,0.2,0.0,0.2,0.2,2.1,1.6,1.1,4.1,0.0,0.1,0.6,0.0,'04-05
2560,371,Billy Thomas,NJN,29,25,15,10,14.0,1.1,0.4,0.8,0.6,3.8,3.9,2.8,10.5,0.0,0.1,1.2,0.0,'04-05
2561,371,Bobby Jackson,SAC,32,25,18,7,21.6,2.1,1.5,1.9,3.5,6.5,7.5,4.1,14.2,0.1,0.4,2.3,0.0,'04-05
2562,371,John Edwards,IND,23,25,13,12,5.3,0.1,0.2,0.0,0.8,2.6,2.2,1.6,4.8,0.2,0.1,0.5,0.0,'04-05
2563,371,Matt Carroll,CHA,24,25,6,19,17.3,2.0,0.6,1.3,1.8,5.8,4.2,4.6,14.5,0.1,0.5,1.5,0.0,'04-05
2564,375,Antonio Burks,MEM,25,24,10,14,9.1,0.7,0.2,0.9,0.8,2.7,2.8,1.7,6.1,0.0,0.3,1.0,0.0,'04-05
2565,376,Jamaal Magloire,NOH,27,23,5,18,30.7,1.6,3.2,0.3,7.7,11.2,8.1,7.8,23.0,1.0,0.9,3.2,0.0,'04-05
2566,376,Jamal Sampson,CHA,22,23,5,18,14.2,0.4,1.0,0.1,1.7,5.3,3.3,3.4,10.8,0.7,0.3,2.3,0.0,'04-05
2567,376,Justin Reed,BOS,23,23,9,14,5.0,0.3,0.1,0.3,0.7,1.3,1.6,1.1,2.8,0.0,0.0,0.5,0.0,'04-05
2568,376,Matt Freije,NOH,23,23,3,20,19.0,0.7,0.8,0.0,0.6,7.6,5.1,5.1,15.6,0.1,0.3,1.7,0.0,'04-05
2569,376,Sean Marks,SAS,29,23,15,8,10.5,0.7,0.8,0.5,1.2,3.5,3.5,3.6,9.7,0.5,0.3,1.3,0.0,'04-05
2570,381,Ben Handlogten,UTA,31,21,6,15,14.0,0.5,1.0,0.2,3.7,5.8,3.8,4.6,10.2,0.2,0.3,2.6,0.0,'04-05
2571,381,Bruno Sundov,NYK,25,21,8,13,3.3,0.2,0.1,0.0,0.1,1.4,0.9,0.8,1.5,0.1,0.1,0.8,0.0,'04-05
2572,381,Erik Daniels,SAC,23,21,14,7,3.4,0.1,0.3,0.1,0.5,2.1,0.9,1.4,3.0,0.0,0.0,0.3,0.0,'04-05
2573,381,Jermaine Jackson,NYK,29,21,8,13,10.7,0.2,0.2,0.1,1.0,4.6,2.8,2.5,7.5,0.0,0.0,1.2,0.0,'04-05
2574,381,Reece Gaines,MIL,24,21,10,11,8.6,0.3,0.1,0.2,0.9,2.9,1.8,2.2,7.0,0.0,0.0,0.8,0.0,'04-05
2575,386,Allan Houston,NYK,34,20,8,12,26.7,1.3,0.9,0.6,0.6,8.7,8.1,6.9,22.3,0.1,0.3,2.0,0.0,'04-05
2576,386,Jerome Moiso,CLE,27,20,7,13,5.9,0.1,0.3,0.0,0.8,2.1,1.8,1.6,4.4,0.3,0.1,0.7,0.0,'04-05
2577,386,Wang Zhi-zhi,MIA,27,20,13,7,4.5,0.2,0.0,0.0,0.7,1.5,1.9,0.9,3.7,0.1,0.3,0.5,0.0,'04-05
2578,389,Ha Ha,POR,19,19,4,15,5.3,0.5,0.5,0.0,1.1,1.9,2.4,1.5,4.5,0.3,0.1,1.1,0.0,'04-05
2579,389,Jared Reiner,CHI,23,19,8,11,6.9,0.0,0.2,0.0,0.5,2.7,2.6,1.6,5.3,0.4,0.2,1.8,0.0,'04-05
2580,389,Scott Williams,CLE,37,19,10,9,8.0,0.4,0.8,0.0,0.8,3.0,2.9,2.2,6.6,0.3,0.4,1.6,0.1,'04-05
2581,392,Jamison Brewer,NYK,24,18,4,14,10.0,0.3,0.3,0.5,0.8,4.5,3.3,3.4,8.1,0.1,0.2,0.6,0.0,'04-05
2582,392,Michael Bradley,PHI,26,18,11,7,6.4,0.1,0.6,0.0,1.4,2.2,1.8,1.4,4.8,0.1,0.1,0.7,0.0,'04-05
2583,392,Michael Curry,IND,36,18,10,8,14.0,0.3,0.5,0.2,0.4,4.7,3.6,3.1,12.6,0.2,0.1,2.2,0.0,'04-05
2584,392,Ron Mercer,NJN,29,18,8,10,21.7,1.7,0.6,1.3,1.2,7.4,5.9,4.8,15.6,0.1,0.2,1.1,0.0,'04-05
2585,396,Jahidi White,CHA,29,17,4,13,7.8,0.7,0.8,0.0,1.6,2.3,2.0,2.3,5.2,0.7,0.2,1.8,0.1,'04-05
2586,396,Randy Livingston,UTA,30,17,4,13,13.5,0.6,0.2,0.0,0.8,4.6,4.2,5.2,12.0,0.1,0.2,1.6,0.0,'04-05
2587,398,Ansu Sesay,GSW,28,16,5,11,8.0,0.6,1.0,0.3,1.0,2.8,3.0,1.3,6.3,0.2,0.4,1.0,0.0,'04-05
2588,398,Cory Alexander,CHA,32,16,1,15,12.4,0.3,0.8,0.4,0.6,4.6,4.3,3.8,10.1,0.1,0.3,1.8,0.0,'04-05
2589,398,Luis Flores,DEN,24,16,3,13,4.6,0.3,0.1,0.0,0.5,1.7,1.2,1.3,3.5,0.0,0.3,0.6,0.0,'04-05
2590,398,Robert Swift,SEA,19,16,10,6,4.4,0.2,0.0,0.0,0.4,1.9,0.9,1.4,3.1,0.4,0.0,1.0,0.0,'04-05
2591,398,Rod Strickland,HOU,38,16,12,4,12.3,0.5,0.3,0.1,0.8,3.5,2.9,2.4,8.5,0.1,0.2,0.9,0.0,'04-05
2592,398,Smush Parker,PHX,24,16,9,7,8.7,1.3,0.3,0.4,1.1,3.8,2.1,2.3,6.5,0.0,0.1,1.0,0.0,'04-05
2593,398,Zendon Hamilton,MIL,30,16,7,9,10.1,0.8,0.9,0.3,1.1,3.8,2.9,3.4,7.6,0.1,0.5,1.6,0.0,'04-05
2594,405,DJ Mbenga,DAL,24,15,9,6,3.8,0.3,0.2,0.1,0.8,1.7,1.9,1.7,3.3,0.3,0.0,0.9,0.0,'04-05
2595,405,Devean George,LAL,27,15,2,13,20.5,1.3,0.5,0.8,1.1,7.1,5.5,6.1,16.7,0.1,0.3,2.1,0.0,'04-05
2596,405,Horace Jenkins,DET,30,15,11,4,6.8,0.3,0.4,0.7,1.3,1.7,2.0,1.9,4.1,0.1,0.5,0.4,0.0,'04-05
2597,405,Vlade Divac,LAL,37,15,7,8,8.7,0.5,0.9,0.0,1.7,3.6,3.1,2.9,7.6,0.1,0.3,1.7,0.0,'04-05
2598,409,Charlie Ward,HOU,34,14,6,8,25.7,1.1,0.1,0.3,0.9,8.8,7.1,5.0,14.7,0.0,0.1,1.6,0.0,'04-05
2599,409,Damone Brown,WAS,26,14,8,6,10.8,0.8,1.2,0.5,1.9,4.0,2.9,2.4,10.0,0.4,0.3,1.2,0.0,'04-05
2600,409,Kendall Gill,MIL,37,14,5,9,20.3,1.0,0.8,0.6,2.0,5.4,4.9,4.5,16.3,0.3,0.2,2.6,0.0,'04-05
2601,409,Mateen Cleaves,SEA,27,14,9,5,4.6,0.0,0.0,0.0,0.1,1.6,0.9,1.3,2.7,0.0,0.1,0.1,0.0,'04-05
2602,409,Samaki Walker,WAS,29,14,7,7,9.7,0.4,0.6,0.1,0.9,3.2,2.4,3.7,8.9,0.5,0.4,1.8,0.0,'04-05
2603,414,Aleksandar Radojevic,UTA,28,12,1,11,10.7,0.5,0.3,0.0,0.5,4.2,3.0,1.8,6.8,0.2,0.4,2.7,0.0,'04-05
2604,414,Michael Stewart,ATL,30,12,2,10,11.9,0.2,1.4,0.0,1.5,4.1,2.9,2.7,7.5,0.4,0.3,2.7,0.0,'04-05
2605,416,Dajuan Wagner,CLE,22,11,6,5,9.3,0.3,0.4,0.1,1.8,3.4,2.9,4.5,7.5,0.0,0.3,1.4,0.0,'04-05
2606,416,Daniel Santiago,MIL,29,11,5,6,9.5,0.2,0.2,0.0,0.9,3.8,1.6,3.1,7.8,0.4,0.2,2.5,0.0,'04-05
2607,416,Darrick Martin,LAC,34,11,4,7,17.2,0.7,0.0,0.2,0.7,5.1,5.1,2.7,12.0,0.0,0.2,1.7,0.0,'04-05
2608,416,James Thomas,ATL,24,11,2,9,10.3,0.2,1.1,0.0,2.2,5.3,3.2,3.5,10.0,0.4,0.1,1.2,0.0,'04-05
2609,416,Kaniel Dickens,NJN,26,11,5,6,5.0,0.5,0.0,0.2,0.2,3.5,1.5,1.7,3.3,0.1,0.0,0.5,0.0,'04-05
2610,416,Kerry Kittles,LAC,31,11,2,9,22.1,1.5,0.5,1.5,2.2,8.4,5.9,3.3,18.9,0.3,0.3,1.1,0.0,'04-05
2611,416,Mamadou N'diaye,LAC,30,11,8,3,6.6,0.0,0.8,0.0,0.7,2.7,2.3,1.0,5.1,0.5,0.3,1.8,0.0,'04-05
2612,423,Corsley Edwards,NOH,26,10,0,10,11.0,0.4,0.9,0.1,2.0,4.8,3.9,4.4,9.4,0.4,0.6,1.9,0.0,'04-05
2613,423,Jelani McCoy,ATL,27,10,1,9,8.6,0.0,0.2,0.0,1.4,2.6,3.1,1.8,5.4,0.8,0.1,2.4,0.0,'04-05
2614,423,Luke Jackson,CLE,23,10,5,5,4.3,0.5,0.4,0.3,0.6,1.6,1.7,1.3,3.8,0.0,0.0,0.4,0.0,'04-05
2615,423,Mark Jones,ORL,30,10,2,8,11.5,0.6,0.5,0.1,0.6,5.3,3.3,1.8,8.0,0.2,0.2,1.6,0.0,'04-05
2616,427,Awvee Storey,NJN,28,9,2,7,3.0,0.0,0.6,0.0,0.4,1.7,0.9,2.0,2.0,0.0,0.0,0.3,0.0,'04-05
2617,427,Frank Williams,CHI,25,9,6,3,7.8,0.0,0.0,0.0,0.2,2.0,1.8,2.6,5.1,0.3,0.0,1.0,0.0,'04-05
2618,427,Glenn Robinson,SAS,32,9,5,4,17.6,1.2,1.1,1.0,2.9,6.3,6.3,6.4,20.0,0.3,0.8,2.1,0.0,'04-05
2619,427,Marcus Haislip,IND,24,9,2,7,11.7,0.9,1.1,0.0,2.2,4.0,3.0,2.2,8.7,0.2,0.1,1.7,0.0,'04-05
2620,427,Mark Pope,DEN,32,9,8,1,2.8,0.2,0.2,0.0,0.4,1.3,1.1,2.2,3.3,0.2,0.1,0.6,0.0,'04-05
2621,427,Paul Shirley,PHX,27,9,8,1,3.3,0.0,0.2,0.0,0.2,1.6,1.3,1.4,3.6,0.0,0.0,0.3,0.0,'04-05
2622,433,Alex Garcia,NOH,25,8,0,8,18.2,1.1,1.0,1.9,2.5,6.5,4.5,3.8,16.5,0.1,0.4,1.9,0.0,'04-05
2623,433,Andre Emmett,MEM,22,8,5,3,3.2,0.0,0.3,0.1,0.3,1.5,1.3,1.3,3.0,0.0,0.4,0.5,0.0,'04-05
2624,433,Andrew DeClercq,ORL,32,8,4,4,6.3,0.0,0.3,0.0,1.0,2.3,1.5,2.3,5.0,0.0,0.3,1.8,0.0,'04-05
2625,433,Kedrick Brown,PHI,24,8,5,3,6.8,0.5,0.0,0.3,0.5,4.0,0.5,2.0,4.0,0.1,0.0,0.5,0.0,'04-05
2626,433,Tamar Slay,CHA,25,8,1,7,9.7,0.8,0.8,0.3,2.0,4.0,2.5,2.5,10.0,0.0,0.1,2.5,0.0,'04-05
2627,433,Tremaine Fowlkes,IND,29,8,2,6,6.4,0.3,0.6,0.0,0.5,1.9,1.1,1.1,2.5,0.0,0.1,0.9,0.0,'04-05
2628,439,Dion Glover,SAS,26,7,3,4,9.4,1.1,1.6,0.9,2.0,0.6,3.1,0.6,6.3,0.4,0.6,1.3,0.0,'04-05
2629,439,Jonathan Bender,IND,24,7,4,3,13.2,0.3,1.1,0.6,2.9,6.1,2.3,3.1,10.0,0.3,0.7,1.3,0.0,'04-05
2630,439,Metta World Peace,IND,25,7,6,1,41.4,3.9,2.4,2.9,10.3,14.1,11.9,12.1,29.1,0.9,1.9,3.9,0.0,'04-05
2631,439,Torraye Braggs,HOU,29,7,6,1,3.2,0.0,0.3,0.0,0.6,1.3,1.1,0.6,2.6,0.0,0.1,0.6,0.0,'04-05
2632,443,Britton Johnsen,IND,25,6,2,4,14.0,0.0,0.0,0.0,0.7,4.5,4.0,3.2,8.3,0.0,0.0,1.7,0.0,'04-05
2633,443,Geno Carlisle,POR,28,6,2,4,2.6,0.0,0.2,0.5,0.7,0.7,0.3,0.0,3.0,0.0,0.0,0.2,0.0,'04-05
2634,443,Peter John Ramos,WAS,20,6,1,5,3.3,0.7,0.3,0.0,0.7,1.2,0.7,0.3,1.7,0.2,0.3,0.7,0.0,'04-05
2635,446,Derrick Coleman,DET,38,5,2,3,9.9,0.0,0.4,0.0,0.8,5.6,2.6,2.6,6.8,0.0,0.2,1.2,0.0,'04-05
2636,446,Ibrahim Kutluay,SEA,31,5,4,1,2.2,0.0,0.0,0.0,0.0,0.6,1.6,0.0,2.0,0.0,0.0,0.2,0.0,'04-05
2637,446,Maurice Baker,POR,25,5,1,4,3.8,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.8,0.0,0.0,0.6,0.0,'04-05
2638,446,Omar Cook,TOR,23,5,2,3,14.7,0.0,0.4,0.0,1.2,4.4,2.6,3.0,8.8,0.2,0.2,1.2,0.0,'04-05
2639,446,Pavel Podkolzin,DAL,20,5,4,1,1.5,0.0,0.0,0.0,0.0,1.2,0.0,0.4,1.2,0.0,0.0,0.8,0.0,'04-05
2640,451,Kirk Penney,LAC,24,4,1,3,3.0,0.0,0.0,0.5,0.0,0.5,1.3,0.5,2.5,0.0,0.0,0.0,0.0,'04-05
2641,451,Lonny Baxter,NOH,26,4,1,3,9.0,0.0,0.5,0.0,1.5,6.0,3.0,4.8,7.0,0.0,0.5,2.5,0.0,'04-05
2642,451,Yuta Tabuse,PHX,24,4,4,0,4.3,0.8,0.0,0.0,0.0,4.0,2.5,0.5,5.5,0.0,0.0,0.3,0.0,'04-05
2643,454,Donnell Harvey,NJN,24,3,2,1,5.4,0.0,1.3,0.0,1.3,1.7,1.0,0.7,2.0,0.3,0.0,0.7,0.0,'04-05
2644,454,Dorell Wright,MIA,19,3,3,0,9.2,0.3,0.0,0.0,1.3,4.0,5.0,3.7,8.0,0.0,0.0,0.7,0.0,'04-05
2645,454,Jackie Butler,NYK,20,3,2,1,1.5,1.0,0.0,1.0,2.7,1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,'04-05
2646,454,Qyntel Woods,MIA,24,3,1,2,13.1,0.7,0.7,1.3,2.0,4.3,3.0,6.0,14.7,0.0,0.3,2.0,0.0,'04-05
2647,454,Voshon Lenard,DEN,32,3,1,2,18.8,3.3,0.7,1.3,3.3,7.0,3.0,9.3,18.7,0.0,0.7,0.7,0.0,'04-05
2648,459,Anthony Miller,ATL,33,2,0,2,4.9,1.0,0.0,1.0,2.0,4.0,3.5,0.0,4.0,0.0,0.0,1.0,0.0,'04-05
2649,459,Lawrence Funderburke,CHI,34,2,1,1,10.8,1.0,2.0,1.0,3.0,3.5,2.0,1.0,5.0,0.0,0.0,1.0,0.0,'04-05
2650,459,Linton Johnson,SAS,25,2,2,0,7.6,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.5,0.5,0.0,'04-05
2651,459,Ndudi Ebi,MIN,21,2,2,0,27.0,1.5,3.0,1.5,10.0,4.0,2.5,7.5,18.0,0.5,1.0,3.5,0.0,'04-05
2652,459,Tony Bobbitt,LAL,25,2,0,2,6.0,0.0,0.0,0.0,0.0,1.0,4.5,0.0,3.0,0.0,0.0,0.5,0.0,'04-05
2653,464,Brandin Knight,HOU,23,1,0,1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,'04-05
2654,1,Andre Iguodala,PHI,22,82,38,44,37.6,2.8,1.4,2.7,6.0,12.4,11.0,9.8,32.5,0.3,0.4,2.4,3.1,'05-06
2655,1,Andre Miller,DEN,30,82,44,38,35.8,2.4,1.2,3.0,6.0,11.9,10.9,10.0,29.8,0.2,0.8,2.6,4.3,'05-06
2656,1,Andres Nocioni,CHI,26,82,41,41,27.3,2.4,1.7,1.5,4.7,9.2,7.6,6.4,18.9,0.6,0.8,3.1,3.3,'05-06
2657,1,Andrew Bogut,MIL,21,82,40,42,28.6,1.3,2.8,1.0,7.2,9.9,6.7,7.2,23.2,0.8,0.7,3.2,2.8,'05-06
2658,1,Antawn Jamison,WAS,30,82,42,40,40.1,3.8,3.3,3.0,7.6,13.1,10.8,10.5,34.2,0.1,0.7,2.3,3.3,'05-06
2659,1,Antoine Walker,MIA,29,82,52,30,26.8,2.0,1.8,1.5,5.9,8.8,6.5,7.1,19.6,0.4,0.5,2.3,1.4,'05-06
2660,1,Antonio McDyess,DET,31,82,64,18,21.1,0.9,1.4,0.5,2.8,6.1,5.4,5.3,17.3,0.6,0.2,2.7,1.6,'05-06
2661,1,Ben Wallace,DET,31,82,64,18,35.2,1.1,2.0,0.4,5.4,9.2,9.1,7.8,28.6,2.2,0.3,2.0,3.5,'05-06
2662,1,Bruce Bowen,SAS,35,82,63,19,33.6,1.0,0.6,0.8,1.4,8.6,8.1,7.6,27.6,0.4,0.3,2.3,1.5,'05-06
2663,1,Damien Wilkins,SEA,26,82,35,47,18.6,1.4,1.1,1.4,3.1,7.2,5.5,5.5,17.1,0.1,0.3,1.8,1.6,'05-06
2664,1,Damon Jones,CLE,29,82,50,32,25.5,1.1,0.4,1.2,0.6,8.5,6.4,6.1,20.9,0.0,0.1,1.4,0.5,'05-06
2665,1,DeShawn Stevenson,ORL,25,82,36,46,32.3,2.0,1.2,2.2,4.6,11.6,8.8,8.5,25.7,0.2,0.7,2.2,2.4,'05-06
2666,1,Derek Fisher,GSW,31,82,34,48,31.6,2.3,1.3,2.2,2.4,10.1,9.0,8.0,25.3,0.1,0.4,2.9,3.5,'05-06
2667,1,Dwight Howard,ORL,20,82,36,46,36.8,2.6,3.9,0.9,10.7,12.9,9.6,9.5,28.2,1.4,1.0,3.4,5.7,'05-06
2668,1,Eric Snow,CLE,33,82,50,32,28.7,0.6,0.2,0.4,1.6,8.9,7.0,5.8,20.6,0.2,0.4,2.7,1.5,'05-06
2669,1,Erick Dampier,DAL,30,82,60,22,23.6,0.6,2.5,0.1,4.1,7.4,5.9,6.3,17.1,1.3,0.5,3.2,2.2,'05-06
2670,1,Jamaal Magloire,MIL,28,82,40,42,30.1,1.4,2.1,0.2,6.6,10.9,7.5,7.7,25.3,1.0,0.7,3.4,3.4,'05-06
2671,1,Joe Johnson,ATL,25,82,26,56,40.7,3.6,2.1,1.9,8.0,15.3,13.1,9.9,38.1,0.4,0.5,2.3,3.3,'05-06
2672,1,John Salmons,PHI,26,82,38,44,25.1,1.3,1.0,1.0,3.4,8.4,7.3,7.2,21.0,0.2,0.7,2.2,2.1,'05-06
2673,1,Kenny Thomas,SAC,28,82,44,38,28.0,1.3,1.5,0.9,5.4,9.4,6.8,7.0,24.0,0.5,0.6,2.4,2.3,'05-06
2674,1,Kyle Korver,PHI,25,82,38,44,31.3,1.9,0.8,1.0,1.1,10.0,9.0,8.2,26.6,0.3,0.2,2.7,1.5,'05-06
2675,1,Mehmet Okur,UTA,27,82,41,41,35.9,2.5,2.7,0.9,5.9,12.9,9.3,9.3,26.7,0.9,0.8,3.5,4.2,'05-06
2676,1,Mike Bibby,SAC,28,82,44,38,38.6,4.0,1.8,2.8,3.2,13.1,10.3,10.0,32.4,0.1,0.4,2.1,4.3,'05-06
2677,1,Morris Peterson,TOR,28,82,27,55,38.3,3.2,1.5,3.1,4.1,11.5,10.3,10.2,34.7,0.2,0.3,2.7,3.2,'05-06
2678,1,Raef LaFrentz,BOS,30,82,33,49,24.8,1.2,1.3,0.3,1.6,9.4,6.7,6.7,21.6,0.9,0.3,3.3,0.9,'05-06
2679,1,Sasha Vujacic,LAL,22,82,45,37,17.7,1.0,0.4,0.4,0.5,5.0,4.5,3.9,14.2,0.0,0.2,1.8,0.9,'05-06
2680,1,Smush Parker,LAL,25,82,45,37,33.8,2.8,0.8,2.0,4.8,9.9,9.4,7.0,27.7,0.2,0.4,2.6,2.1,'05-06
2681,1,Tayshaun Prince,DET,26,82,64,18,35.3,2.7,1.7,2.4,5.8,8.5,9.1,7.5,28.6,0.5,0.7,1.2,2.6,'05-06
2682,1,Tony Battie,ORL,30,82,36,46,27.0,0.7,1.6,0.4,4.5,9.1,7.5,6.9,20.5,0.8,0.4,3.0,1.7,'05-06
2683,30,Boris Diaw,PHX,24,81,53,28,35.5,2.1,1.6,1.1,7.7,10.2,9.9,8.0,30.3,1.0,0.5,3.2,3.3,'05-06
2684,30,Brian Cook,LAL,25,81,45,36,19.0,1.2,1.3,0.4,2.4,5.3,5.0,3.7,15.1,0.4,0.2,2.5,1.1,'05-06
2685,30,Charlie Villanueva,TOR,21,81,26,55,29.1,2.1,2.8,1.4,6.9,8.8,8.0,7.5,26.1,0.8,0.5,3.0,1.8,'05-06
2686,30,Chauncey Billups,DET,29,81,64,17,36.1,3.5,1.9,2.4,2.8,9.0,9.2,8.0,29.5,0.1,0.7,2.0,5.1,'05-06
2687,30,DeSagana Diop,DAL,24,81,60,21,18.6,0.1,0.8,0.1,1.7,4.5,5.0,4.5,13.0,1.8,0.1,3.1,0.8,'05-06
2688,30,Devin Brown,UTA,27,81,40,41,21.1,1.3,1.0,1.3,2.9,7.2,5.4,5.1,14.8,0.2,0.5,1.9,2.1,'05-06
2689,30,Dirk Nowitzki,DAL,28,81,60,21,38.1,4.4,3.0,2.6,6.8,10.3,9.8,9.9,28.4,1.0,0.9,2.0,5.9,'05-06
2690,30,Donyell Marshall,CLE,33,81,50,31,25.6,1.4,1.3,0.8,3.0,8.7,6.5,6.2,21.0,0.5,0.3,2.0,1.2,'05-06
2691,30,Eddie House,PHX,28,81,53,28,17.5,1.5,0.5,1.9,0.8,5.2,5.2,4.2,15.5,0.1,0.3,1.2,0.7,'05-06
2692,30,Gary Payton,MIA,37,81,52,29,28.5,1.7,0.4,1.3,3.0,9.6,6.5,7.2,20.0,0.1,0.3,2.1,1.4,'05-06
2693,30,Kirk Hinrich,CHI,25,81,40,41,36.5,2.5,1.4,1.6,3.9,12.5,9.7,8.0,24.5,0.3,0.6,3.1,3.7,'05-06
2694,30,Mark Blount,MIN,30,81,28,53,27.6,1.6,1.7,0.5,5.3,10.5,8.5,5.5,22.8,0.9,0.6,3.1,2.6,'05-06
2695,30,Mike Dunleavy,GSW,25,81,33,48,31.8,1.4,1.3,1.8,3.9,9.7,9.1,8.8,27.7,0.4,0.3,2.5,3.3,'05-06
2696,30,Shane Battier,MEM,27,81,49,32,35.1,1.8,1.8,0.5,4.4,10.6,9.1,9.4,25.6,1.4,0.6,2.8,2.8,'05-06
2697,30,Shawn Marion,PHX,28,81,53,28,40.3,4.2,3.3,4.4,12.6,12.0,11.7,9.1,34.2,1.7,0.7,2.8,3.0,'05-06
2698,30,Stephen Jackson,IND,28,81,41,40,35.9,2.6,1.3,1.5,5.0,12.6,9.8,8.3,29.0,0.5,0.9,2.4,3.2,'05-06
2699,30,Udonis Haslem,MIA,26,81,52,29,30.7,1.6,1.7,0.9,3.8,10.3,7.7,7.8,23.2,0.2,0.3,2.7,2.0,'05-06
2700,47,Antonio Daniels,WAS,31,80,42,38,28.5,2.0,0.5,2.0,3.7,9.8,8.0,7.4,25.2,0.1,0.3,1.2,3.4,'05-06
