,player,team,age,height,weight,college,country,draft year,draft round,draft number,gp,pts,reb,ast,netrtg,oreb%,dreb%,usg%,ts%,ast%,season
449,Terence Davis,SAC,25,193.04,201.0,Mississippi,USA,Undrafted,Undrafted,Undrafted,41.0,6.6,2.3,1.2,7.5,2.8,14.7,21.1,56.2,12.7,'22-23
450,Terrence Ross,ORL,32,200.66,206.0,Washington,USA,2012,1,8,42.0,8.0,2.0,1.3,-2.0,1.1,7.8,15.7,54.3,8.3,'22-23
451,Terry Rozier,CHA,28,185.42,190.0,Louisville,USA,2015,1,16,46.0,21.7,4.4,5.0,-6.3,2.5,9.7,26.1,51.9,21.4,'22-23
452,Terry Taylor,IND,23,193.04,230.0,Austin Peay,USA,Undrafted,Undrafted,Undrafted,26.0,2.7,1.5,0.4,-1.6,8.1,7.6,12.7,50.7,6.0,'22-23
453,Thaddeus Young,TOR,34,203.2,235.0,Georgia Tech,USA,2007,1,12,44.0,5.0,3.4,1.5,-3.7,8.4,13.4,13.0,58.7,13.5,'22-23
454,Thanasis Antetokounmpo,MIL,30,200.66,219.0,None,Greece,2014,2,51,23.0,0.5,1.0,0.2,-17.7,7.7,16.2,11.7,28.0,6.3,'22-23
455,Theo Maledon,CHA,21,195.58,175.0,None,France,2020,2,34,36.0,5.6,2.4,2.4,-10.1,1.4,13.2,15.1,55.1,20.4,'22-23
456,Theo Pinson,DAL,27,200.66,212.0,North Carolina,USA,Undrafted,Undrafted,Undrafted,28.0,1.9,1.2,0.7,-10.2,3.4,15.9,13.0,59.1,17.9,'22-23
457,Thomas Bryant,LAL,25,208.28,248.0,Indiana,USA,2017,2,42,41.0,12.1,6.8,0.7,-2.3,7.9,23.1,18.1,71.2,4.7,'22-23
458,Tim Hardaway Jr.,DAL,30,195.58,205.0,Michigan,USA,2013,1,24,52.0,13.9,3.5,1.7,3.4,1.2,10.6,20.7,51.9,8.2,'22-23
459,Tobias Harris,PHI,30,200.66,226.0,Tennessee,USA,2011,1,19,49.0,15.8,6.1,2.7,4.2,3.2,15.5,18.9,59.3,12.0,'22-23
460,Tony Bradley,CHI,25,210.82,248.0,North Carolina,USA,2017,1,28,11.0,1.3,0.9,0.1,-1.5,3.1,30.0,15.4,65.1,4.8,'22-23
461,Torrey Craig,PHX,32,200.66,221.0,South Carolina Upstate,USA,Undrafted,Undrafted,Undrafted,53.0,7.9,5.7,1.5,-6.3,7.7,14.4,13.2,57.2,8.0,'22-23
462,Trae Young,ATL,24,185.42,164.0,Oklahoma,USA,2018,1,5,48.0,26.8,2.9,10.0,1.1,1.9,6.0,31.8,56.6,40.7,'22-23
463,Tre Jones,SAS,23,185.42,185.0,Duke,USA,2020,2,41,51.0,12.8,3.5,6.3,-8.5,2.5,9.7,19.7,51.5,29.5,'22-23
464,Tre Mann,OKC,22,190.5,178.0,Florida,USA,2021,1,18,49.0,8.1,2.3,1.6,0.4,1.9,10.1,20.1,48.7,12.0,'22-23
465,Trendon Watford,POR,22,203.2,237.0,Louisiana State,USA,Undrafted,Undrafted,Undrafted,39.0,5.5,3.4,1.6,-5.1,4.1,17.1,13.8,65.2,14.5,'22-23
466,Trent Forrest,ATL,24,193.04,210.0,Florida State,USA,Undrafted,Undrafted,Undrafted,18.0,2.8,1.6,1.7,-11.0,2.1,10.3,10.9,48.7,17.8,'22-23
467,Trevelin Queen,IND,25,198.12,190.0,New Mexico State,USA,Undrafted,Undrafted,Undrafted,7.0,3.0,2.4,0.9,9.2,8.6,13.8,19.4,33.7,10.9,'22-23
468,Trevor Hudgins,HOU,23,182.88,180.0,Northwest Missouri State,USA,Undrafted,Undrafted,Undrafted,2.0,3.0,0.0,1.5,5.3,0.0,0.0,10.0,129.3,60.0,'22-23
469,Trevor Keels,NYK,19,193.04,221.0,Duke,USA,2022,2,42,1.0,0.0,1.0,0.0,-66.7,0.0,50.0,33.3,0.0,0.0,'22-23
470,Trey Lyles,SAC,27,205.74,234.0,Kentucky,Canada,2015,1,12,48.0,7.3,3.6,0.8,2.2,5.6,17.0,17.3,61.7,7.1,'22-23
471,Trey Murphy III,NOP,22,203.2,206.0,Virginia,USA,2021,1,17,53.0,13.1,3.7,1.3,-1.6,2.7,9.9,15.0,64.9,6.2,'22-23
472,Troy Brown Jr.,LAL,23,200.66,215.0,Oregon,USA,2018,1,15,49.0,6.9,4.2,1.0,-0.7,3.7,13.2,12.0,55.4,5.4,'22-23
473,Ty Jerome,GSW,25,195.58,195.0,Virginia,USA,2019,1,24,33.0,6.9,1.6,2.8,-5.7,0.7,8.7,14.8,60.7,22.4,'22-23
474,TyTy Washington Jr.,HOU,21,190.5,195.0,Kentucky,USA,2022,1,29,20.0,3.9,1.1,1.2,-7.5,0.4,9.1,17.4,42.1,14.8,'22-23
475,Tyler Dorsey,DAL,26,193.04,180.0,Oregon,USA,2017,2,41,3.0,3.0,0.7,0.0,7.0,10.0,10.0,22.7,90.0,0.0,'22-23
476,Tyler Herro,MIA,23,195.58,195.0,Kentucky,USA,2019,1,13,43.0,20.3,5.7,4.4,1.8,1.3,16.3,25.2,55.8,19.6,'22-23
477,Tyrese Haliburton,IND,22,195.58,185.0,Iowa State,USA,2020,1,12,44.0,19.8,3.9,10.3,-0.8,1.9,9.5,23.6,60.6,46.0,'22-23
478,Tyrese Martin,ATL,23,198.12,215.0,Connecticut,USA,2022,2,51,12.0,1.3,0.5,0.0,4.6,4.2,10.3,17.8,44.4,0.0,'22-23
479,Tyrese Maxey,PHI,22,187.96,200.0,Kentucky,USA,2020,1,21,34.0,19.7,2.9,3.6,2.9,1.4,7.6,24.9,56.0,17.6,'22-23
480,Tyus Jones,MEM,26,187.96,196.0,Duke,USA,2015,1,24,54.0,10.1,2.3,4.7,2.1,1.6,7.5,17.7,54.2,26.8,'22-23
481,Udoka Azubuike,UTA,23,210.82,270.0,Kansas,Nigeria,2020,1,27,20.0,1.7,1.7,0.3,-3.0,9.6,22.9,11.2,78.6,7.2,'22-23
482,Udonis Haslem,MIA,42,200.66,235.0,Florida,USA,Undrafted,Undrafted,Undrafted,6.0,0.5,1.3,0.0,-19.9,6.6,10.8,11.1,11.6,0.0,'22-23
483,Usman Garuba,HOU,20,203.2,229.0,None,Spain,2021,1,23,48.0,3.2,4.6,1.0,-12.1,10.8,20.7,9.8,58.8,10.8,'22-23
484,Vernon Carey Jr.,WAS,21,208.28,270.0,Duke,USA,2020,2,32,9.0,0.4,0.9,0.2,-27.5,9.1,22.7,14.5,29.1,18.2,'22-23
485,Victor Oladipo,MIA,30,190.5,213.0,Indiana,USA,2013,1,2,26.0,11.2,3.5,3.9,-0.1,1.7,11.3,19.2,50.9,20.7,'22-23
486,Vince Williams Jr.,MEM,22,193.04,205.0,Virginia Commonwealth,USA,2022,2,47,9.0,0.8,0.8,0.3,-22.8,2.9,12.5,11.1,26.9,10.7,'22-23
487,Vit Krejci,ATL,22,203.2,195.0,None,Czech Republic,2020,2,37,20.0,1.3,0.7,0.6,-0.4,1.7,10.5,11.3,46.6,12.0,'22-23
488,Vlatko Cancar,DEN,25,203.2,236.0,None,Slovenia,2017,2,49,40.0,5.3,2.3,1.4,-1.9,2.8,12.7,13.2,64.1,12.8,'22-23
489,Walker Kessler,UTA,21,213.36,245.0,Auburn,USA,2022,1,22,53.0,8.0,7.4,0.8,3.0,13.4,20.5,12.9,69.7,5.3,'22-23
490,Wendell Carter Jr.,ORL,23,208.28,270.0,Duke,USA,2018,1,7,35.0,15.1,8.7,2.6,-1.4,7.2,21.5,20.6,61.5,13.5,'22-23
491,Wendell Moore Jr.,MIN,21,195.58,215.0,Duke,USA,2022,1,26,23.0,1.6,0.7,0.7,-13.7,1.5,9.3,13.5,47.1,15.7,'22-23
492,Wenyen Gabriel,LAL,25,205.74,205.0,Kentucky,South Sudan,Undrafted,Undrafted,Undrafted,42.0,6.4,3.9,0.5,0.4,10.1,13.7,14.6,65.5,4.1,'22-23
493,Wesley Matthews,MIL,36,195.58,220.0,Marquette,USA,Undrafted,Undrafted,Undrafted,35.0,3.4,2.1,0.5,6.1,4.8,7.9,9.8,51.3,4.6,'22-23
494,Will Barton,WAS,32,195.58,181.0,Memphis,USA,2012,2,40,40.0,7.7,2.8,2.4,-8.7,1.2,12.9,18.6,50.5,17.4,'22-23
495,Willy Hernangomez,NOP,28,210.82,250.0,None,Spain,2015,2,35,28.0,7.3,4.8,1.0,3.7,12.6,24.3,22.4,60.6,12.3,'22-23
496,Xavier Tillman,MEM,24,200.66,245.0,Michigan State,USA,2020,2,35,35.0,5.0,3.9,1.0,-3.5,11.3,14.3,13.2,60.9,10.1,'22-23
497,Yuta Watanabe,BKN,28,203.2,215.0,George Washington,Japan,Undrafted,Undrafted,Undrafted,40.0,6.6,2.7,0.9,0.4,3.8,11.0,12.5,66.3,6.6,'22-23
498,Zach Collins,SAS,25,210.82,250.0,Gonzaga,USA,2017,1,10,44.0,9.5,5.7,2.5,-10.6,8.6,18.2,19.4,60.8,17.3,'22-23
499,Zach LaVine,CHI,27,195.58,200.0,UCLA,USA,2014,1,13,50.0,23.6,4.8,4.1,-0.7,1.6,11.5,27.1,59.0,17.7,'22-23
500,Zeke Nnaji,DEN,22,205.74,240.0,Arizona,USA,2020,1,22,44.0,5.1,2.3,0.3,-6.8,9.2,7.8,14.2,63.4,3.0,'22-23
501,Ziaire Williams,MEM,21,205.74,185.0,Stanford,USA,2021,1,10,27.0,6.2,2.6,0.9,-2.8,2.2,10.9,16.5,50.2,6.7,'22-23
502,Zion Williamson,NOP,22,198.12,284.0,Duke,USA,2019,1,1,29.0,26.0,7.0,4.6,7.8,6.0,14.8,28.8,65.2,23.1,'22-23
