,#,team,gp,w,l,min,"%fga
2pt","%fga
3pt","%pts
2pt","%pts
2pt- mr","%pts
3pt","%pts
fbps","%pts
ft","%pts
offto","%pts
pitp","2fgm
%ast","2fgm
%uast","3fgm
%ast","3fgm
%uast","fgm
%ast","fgm
%uast",season
11,12,Washington Wizards,82,46,36,48.7,79.7,20.3,65.4,23.3,18.5,15.7,16.2,15.4,42.1,57.8,42.2,89.1,10.9,62.7,37.3,'14-15
12,13,New Orleans Pelicans,82,45,37,48.2,76.7,23.3,61.9,16.6,21.6,10.8,16.5,14.0,45.3,51.3,48.7,87.5,12.5,58.1,41.9,'14-15
13,13,Oklahoma City Thunder,82,45,37,48.4,73.8,26.2,59.9,16.7,22.2,16.4,17.9,14.8,43.2,46.1,53.9,79.9,20.1,52.8,47.2,'14-15
14,15,Milwaukee Bucks,82,41,41,48.6,77.7,22.3,63.3,19.5,20.4,15.4,16.4,19.6,43.8,57.1,42.9,88.8,11.2,62.7,37.3,'14-15
15,16,Boston Celtics,82,40,42,48.5,72.0,28.0,60.9,19.7,23.8,13.7,15.2,17.1,41.2,56.5,43.5,87.7,12.3,62.9,37.1,'14-15
16,17,Phoenix Suns,82,39,43,48.5,70.9,29.1,59.1,17.3,24.9,17.8,16.0,17.3,41.8,44.3,55.7,80.2,19.8,52.2,47.8,'14-15
17,18,Brooklyn Nets,82,38,44,48.6,76.0,24.0,62.9,16.9,20.2,9.6,16.9,14.6,46.0,48.8,51.2,89.1,10.9,55.9,44.1,'14-15
18,18,Indiana Pacers,82,38,44,48.4,74.5,25.5,59.8,21.7,23.0,9.8,17.2,14.6,38.1,51.6,48.4,85.8,14.2,58.6,41.4,'14-15
19,18,Utah Jazz,82,38,44,48.1,72.6,27.4,58.7,15.0,23.5,12.8,17.8,16.0,43.7,47.3,52.7,90.0,10.0,56.3,43.7,'14-15
20,21,Miami Heat,82,37,45,48.1,73.8,26.2,60.0,18.2,21.5,10.4,18.5,16.9,41.8,48.2,51.8,90.6,9.4,56.4,43.6,'14-15
21,22,Charlotte Hornets,82,33,49,48.5,77.4,22.6,62.6,23.8,19.3,9.7,18.1,14.2,38.8,52.1,47.9,79.3,20.7,56.8,43.2,'14-15
22,23,Detroit Pistons,82,32,50,48.4,71.0,29.0,57.9,12.5,26.1,13.6,16.0,16.1,45.4,51.2,48.8,81.5,18.5,58.2,41.8,'14-15
23,24,Denver Nuggets,82,30,52,48.5,71.6,28.4,58.6,14.4,23.8,14.8,17.6,16.7,44.3,50.6,49.4,83.9,16.1,57.7,42.3,'14-15
24,25,Sacramento Kings,82,29,53,48.4,79.6,20.4,61.3,16.8,16.6,14.7,22.0,15.1,44.5,50.3,49.7,83.7,16.3,55.4,44.6,'14-15
25,26,Orlando Magic,82,25,57,48.2,76.5,23.5,64.3,17.1,21.2,11.8,14.5,17.1,47.2,48.0,52.0,86.8,13.2,55.0,45.0,'14-15
26,27,Los Angeles Lakers,82,21,61,48.6,78.0,22.0,62.5,21.8,19.8,12.4,17.8,14.7,40.7,52.7,47.3,72.7,27.3,56.2,43.8,'14-15
27,28,Philadelphia 76ers,82,18,64,48.3,68.1,31.9,55.0,10.6,27.5,16.0,17.5,18.7,44.4,52.0,48.0,87.4,12.6,60.9,39.1,'14-15
28,29,New York Knicks,82,17,65,48.4,76.0,24.0,61.6,25.3,22.3,9.1,16.1,15.9,36.3,55.0,45.0,83.6,16.4,60.6,39.4,'14-15
29,30,Minnesota Timberwolves,82,16,66,48.3,82.1,17.9,64.4,22.1,15.2,13.2,20.4,17.8,42.3,55.7,44.3,82.5,17.5,59.3,40.7,'14-15
0,1,Golden State Warriors,82,73,9,48.5,63.8,36.2,51.2,12.4,34.3,18.2,14.5,14.8,38.8,62.6,37.4,80.1,19.9,68.0,32.0,'15-16
1,2,San Antonio Spurs,82,67,15,48.1,77.7,22.3,64.1,22.0,20.1,10.0,15.8,15.5,42.1,54.9,45.1,90.5,9.5,61.1,38.9,'15-16
2,3,Cleveland Cavaliers,82,57,25,48.4,64.8,35.2,53.6,14.3,30.9,11.4,15.6,15.6,39.3,48.1,51.9,86.3,13.7,58.7,41.3,'15-16
3,4,Toronto Raptors,82,56,26,48.2,71.3,28.7,54.6,13.6,25.2,10.7,20.2,16.3,41.0,40.0,60.0,87.0,13.0,51.1,48.9,'15-16
4,5,Oklahoma City Thunder,82,55,27,48.4,72.5,27.5,59.6,16.4,22.5,15.7,17.9,13.7,43.3,50.8,49.2,75.8,24.2,55.8,44.2,'15-16
5,6,LA Clippers,82,53,29,48.4,67.6,32.4,54.7,18.6,27.9,12.3,17.4,16.2,36.1,52.6,47.4,80.2,19.8,59.6,40.4,'15-16
6,7,Atlanta Hawks,82,48,34,48.4,66.4,33.6,55.8,13.6,29.0,14.3,15.2,18.0,42.2,58.2,41.8,89.6,10.4,66.3,33.7,'15-16
7,7,Boston Celtics,82,48,34,48.2,70.7,29.3,57.7,14.2,24.8,15.4,17.5,17.8,43.4,54.6,45.4,85.9,14.1,61.6,38.4,'15-16
8,7,Charlotte Hornets,82,48,34,48.4,65.2,34.8,51.0,14.7,30.9,10.7,18.1,15.4,36.3,48.2,51.8,84.2,15.8,58.6,41.4,'15-16
9,7,Miami Heat,82,48,34,48.4,77.9,22.1,64.7,18.2,18.2,11.1,17.1,14.8,46.4,47.0,53.0,92.8,7.2,54.3,45.7,'15-16
10,11,Indiana Pacers,82,45,37,48.5,73.0,27.0,59.2,19.2,23.7,13.1,17.1,18.5,40.0,48.7,51.3,80.4,19.6,55.4,44.6,'15-16
11,12,Detroit Pistons,82,44,38,48.5,69.7,30.3,56.7,14.1,26.6,10.9,16.7,15.1,42.7,42.2,57.8,80.3,19.7,51.2,48.8,'15-16
12,12,Portland Trail Blazers,82,44,38,48.3,66.8,33.2,53.4,16.3,30.1,10.2,16.5,14.0,37.2,46.9,53.1,77.2,22.8,55.2,44.8,'15-16
13,14,Chicago Bulls,82,42,40,48.5,75.6,24.4,60.3,20.0,23.4,10.0,16.2,13.1,40.3,51.5,48.5,88.5,11.5,59.1,40.9,'15-16
14,14,Dallas Mavericks,82,42,40,48.8,66.1,33.9,53.8,16.7,28.8,11.0,17.3,15.6,37.1,50.0,50.0,85.0,15.0,59.2,40.8,'15-16
15,14,Memphis Grizzlies,82,42,40,48.4,77.8,22.2,61.9,17.5,18.6,12.7,19.5,18.0,44.4,50.2,49.8,86.1,13.9,56.2,43.8,'15-16
16,17,Houston Rockets,82,41,41,48.4,63.0,37.0,50.7,7.8,30.1,17.0,19.1,17.7,42.9,50.8,49.2,79.3,20.7,58.9,41.1,'15-16
17,17,Washington Wizards,82,41,41,48.2,71.8,28.2,59.3,18.5,24.9,17.8,15.8,16.8,40.7,54.8,45.2,87.3,12.7,61.9,38.1,'15-16
18,19,Utah Jazz,82,40,42,48.7,70.3,29.7,56.5,13.8,26.0,9.5,17.5,15.9,42.7,43.4,56.6,82.3,17.7,52.6,47.4,'15-16
19,20,Orlando Magic,82,35,47,48.5,74.5,25.5,62.3,19.6,22.8,12.1,14.9,17.4,42.7,52.8,47.2,87.4,12.6,59.6,40.4,'15-16
20,21,Denver Nuggets,82,33,49,48.4,72.3,27.7,58.3,13.3,23.6,13.9,18.1,15.4,45.0,54.3,45.7,81.4,18.6,60.1,39.9,'15-16
21,21,Milwaukee Bucks,82,33,49,48.4,81.1,18.9,66.6,15.6,16.3,13.9,17.1,18.6,51.0,55.5,44.5,89.8,10.2,60.3,39.7,'15-16
22,21,Sacramento Kings,82,33,49,48.3,74.0,26.0,60.0,13.6,22.7,16.2,17.3,16.5,46.5,55.0,45.0,85.8,14.2,61.2,38.8,'15-16
23,24,New York Knicks,82,32,50,48.3,74.4,25.6,59.8,23.5,22.7,8.6,17.5,12.0,36.4,47.7,52.3,87.0,13.0,55.7,44.3,'15-16
24,25,New Orleans Pelicans,82,30,52,48.2,72.3,27.7,58.2,17.9,25.0,12.1,16.8,14.6,40.3,51.0,49.0,80.9,19.1,57.7,42.3,'15-16
25,26,Minnesota Timberwolves,82,29,53,48.5,79.8,20.2,62.9,19.8,16.3,13.3,20.9,16.1,43.1,57.8,42.2,85.7,14.3,61.9,38.1,'15-16
26,27,Phoenix Suns,82,23,59,48.1,69.8,30.2,55.9,14.9,26.8,14.3,17.3,16.4,41.1,47.0,53.0,83.2,16.8,55.8,44.2,'15-16
27,28,Brooklyn Nets,82,21,61,48.2,78.2,21.8,64.4,17.6,19.7,11.6,15.9,15.2,46.8,53.0,47.0,84.4,15.6,58.3,41.7,'15-16
28,29,Los Angeles Lakers,82,17,65,48.1,71.0,29.0,56.2,17.0,24.0,12.5,19.8,14.0,39.2,45.0,55.0,73.4,26.6,51.3,48.7,'15-16
29,30,Philadelphia 76ers,82,10,72,48.3,67.3,32.7,55.2,10.9,28.7,12.5,16.1,17.0,44.3,50.1,49.9,86.3,13.7,59.4,40.6,'15-16
0,1,Golden State Warriors,82,67,15,48.2,64.1,35.9,53.7,13.4,31.0,19.5,15.3,16.7,40.2,65.6,34.4,83.4,16.6,70.5,29.5,'16-17
1,2,San Antonio Spurs,82,61,21,48.3,71.9,28.1,57.2,19.6,26.2,11.5,16.7,16.4,37.6,52.5,47.5,87.4,12.6,60.6,39.4,'16-17
2,3,Houston Rockets,82,55,27,48.2,53.8,46.2,44.9,4.4,37.5,14.5,17.6,16.2,40.5,54.6,45.4,77.1,22.9,62.6,37.4,'16-17
3,4,Boston Celtics,82,53,29,48.2,60.7,39.3,49.3,10.6,33.4,11.5,17.3,15.1,38.7,57.0,43.0,83.7,16.3,65.3,34.7,'16-17
4,5,Cleveland Cavaliers,82,51,31,48.5,60.1,39.9,48.8,13.0,35.4,11.7,15.8,13.3,35.8,44.1,55.9,82.9,17.1,56.7,43.3,'16-17
5,5,LA Clippers,82,51,31,48.2,67.1,32.9,53.9,17.1,28.3,12.8,17.8,14.0,36.7,49.4,50.6,78.6,21.4,57.0,43.0,'16-17
6,5,Toronto Raptors,82,51,31,48.2,71.1,28.9,56.7,15.8,24.8,11.4,18.4,16.2,40.9,37.2,62.8,81.8,18.2,47.2,52.8,'16-17
7,5,Utah Jazz,82,51,31,48.2,67.3,32.7,54.3,11.8,28.7,8.1,17.0,14.6,42.5,45.4,54.6,80.0,20.0,54.4,45.6,'16-17
8,9,Washington Wizards,82,49,33,48.4,71.6,28.4,58.8,17.6,25.3,14.6,15.9,16.2,41.2,49.6,50.4,86.0,14.0,57.7,42.3,'16-17
9,10,Oklahoma City Thunder,82,47,35,48.3,70.5,29.5,58.2,11.4,23.8,15.8,18.0,14.7,46.8,46.6,53.4,77.3,22.7,53.2,46.8,'16-17
10,11,Atlanta Hawks,82,43,39,48.5,69.1,30.9,56.6,15.2,25.9,11.8,17.5,15.8,41.4,54.2,45.8,87.9,12.1,62.1,37.9,'16-17
11,11,Memphis Grizzlies,82,43,39,48.5,68.4,31.6,53.8,13.5,27.9,10.1,18.3,16.0,40.3,50.4,49.6,81.6,18.4,58.4,41.6,'16-17
12,13,Indiana Pacers,82,42,40,48.4,72.8,27.2,58.3,18.4,24.7,10.1,17.0,15.8,39.8,49.8,50.2,83.6,16.4,57.2,42.8,'16-17
13,13,Milwaukee Bucks,82,42,40,48.2,71.0,29.0,57.9,11.0,25.4,13.3,16.6,16.7,46.9,53.4,46.6,92.9,7.1,62.4,37.6,'16-17
14,15,Chicago Bulls,82,41,41,48.2,74.4,25.6,60.4,18.3,22.2,13.4,17.5,15.2,42.1,51.3,48.7,87.5,12.5,58.4,41.6,'16-17
15,15,Miami Heat,82,41,41,48.2,68.6,31.4,56.6,12.8,28.7,10.8,14.8,15.4,43.8,42.7,57.3,89.1,10.9,54.4,45.6,'16-17
16,15,Portland Trail Blazers,82,41,41,48.6,67.8,32.2,54.0,14.8,28.9,10.5,17.1,13.6,39.2,44.4,55.6,78.9,21.1,53.4,46.6,'16-17
17,18,Denver Nuggets,82,40,42,48.2,67.1,32.9,54.7,10.1,28.5,12.7,16.8,12.6,44.6,52.6,47.4,87.1,12.9,61.5,38.5,'16-17
18,19,Detroit Pistons,82,37,45,48.3,73.7,26.3,63.5,20.9,22.8,11.8,13.7,14.7,42.6,45.5,54.5,84.5,15.5,53.0,47.0,'16-17
19,20,Charlotte Hornets,82,36,46,48.4,66.5,33.5,52.8,14.7,28.7,9.0,18.5,14.2,38.0,54.5,45.5,79.5,20.5,61.1,38.9,'16-17
20,21,New Orleans Pelicans,82,34,48,48.5,69.2,30.8,57.1,14.8,26.9,14.4,16.0,14.0,42.3,50.3,49.7,83.5,16.5,58.2,41.8,'16-17
21,22,Dallas Mavericks,82,33,49,48.2,63.4,36.6,52.1,18.6,32.8,7.9,15.1,16.1,33.5,47.4,52.6,81.3,18.7,57.4,42.6,'16-17
22,23,Sacramento Kings,82,32,50,48.5,70.9,29.1,56.2,14.3,26.2,10.4,17.6,15.8,41.9,50.6,49.4,87.7,12.3,59.4,40.6,'16-17
23,24,Minnesota Timberwolves,82,31,51,48.3,75.1,24.9,60.9,17.6,20.8,12.1,18.3,15.8,43.2,53.5,46.5,88.5,11.5,60.0,40.0,'16-17
24,24,New York Knicks,82,31,51,48.4,72.1,27.9,59.4,20.7,24.7,10.4,15.9,13.8,38.7,46.9,53.1,84.5,15.5,55.1,44.9,'16-17
25,26,Orlando Magic,82,29,53,48.3,70.0,30.0,58.8,17.1,25.4,13.9,15.8,14.8,41.8,49.5,50.5,87.6,12.4,58.0,42.0,'16-17
26,27,Philadelphia 76ers,82,28,54,48.4,65.1,34.9,53.7,10.5,29.7,12.6,16.6,16.9,43.3,54.1,45.9,87.7,12.3,63.1,36.9,'16-17
27,28,Los Angeles Lakers,82,26,56,48.1,70.5,29.5,58.2,12.5,25.5,14.5,16.3,16.6,45.6,46.2,53.8,77.4,22.6,53.2,46.8,'16-17
28,29,Phoenix Suns,82,24,58,48.4,74.5,25.5,60.1,16.1,20.9,18.0,19.0,16.4,44.1,42.1,57.9,79.0,21.0,49.1,50.9,'16-17
29,30,Brooklyn Nets,82,20,62,48.2,62.9,37.1,51.3,7.9,30.3,13.2,18.4,14.2,43.4,45.4,54.6,85.1,14.9,56.6,43.4,'16-17
0,1,Houston Rockets,82,65,17,48.2,49.8,50.2,41.6,5.4,40.9,10.2,17.5,15.5,36.2,47.0,53.0,68.9,31.1,55.7,44.3,'17-18
1,2,Toronto Raptors,82,59,23,48.4,62.3,37.7,52.8,9.2,31.7,11.9,15.5,15.4,43.6,49.9,50.1,81.6,18.4,59.0,41.0,'17-18
2,3,Golden State Warriors,82,58,24,48.1,66.1,33.9,55.5,16.7,29.9,17.0,14.6,15.2,38.9,64.3,35.7,80.1,19.9,68.5,31.5,'17-18
3,4,Boston Celtics,82,55,27,48.3,64.3,35.7,51.6,13.4,33.0,9.1,15.3,14.8,38.3,49.0,51.0,81.3,18.7,58.6,41.4,'17-18
4,5,Philadelphia 76ers,82,52,30,48.2,65.6,34.4,54.4,11.4,30.0,10.4,15.6,15.4,43.0,55.6,44.4,95.4,4.6,66.3,33.7,'17-18
5,6,Cleveland Cavaliers,82,50,32,48.1,62.1,37.9,51.3,11.4,32.4,11.3,16.4,14.6,39.9,47.8,52.2,81.9,18.1,57.9,42.1,'17-18
6,7,Portland Trail Blazers,82,49,33,48.2,67.6,32.4,54.9,14.1,29.3,7.6,15.8,13.3,40.8,41.6,58.4,72.1,27.9,49.6,50.4,'17-18
7,8,Indiana Pacers,82,48,34,48.2,71.6,28.4,60.2,17.8,25.7,14.0,14.2,17.3,42.4,46.5,53.5,81.9,18.1,54.4,45.6,'17-18
8,8,New Orleans Pelicans,82,48,34,48.7,68.1,31.9,58.1,11.2,27.4,13.7,14.5,14.6,46.9,54.9,45.1,87.6,12.4,62.7,37.3,'17-18
9,8,Oklahoma City Thunder,82,48,34,48.4,65.5,34.5,54.0,13.3,29.9,14.1,16.1,17.3,40.7,42.6,57.4,83.1,16.9,53.5,46.5,'17-18
10,8,Utah Jazz,82,48,34,48.2,64.3,35.7,52.7,10.1,31.2,9.8,16.1,16.1,42.6,50.0,50.0,80.5,19.5,58.6,41.4,'17-18
11,12,Minnesota Timberwolves,82,47,35,48.3,73.9,26.1,60.3,15.3,22.0,8.8,17.7,16.2,44.9,48.7,51.3,82.5,17.5,55.3,44.7,'17-18
12,12,San Antonio Spurs,82,47,35,48.1,71.8,28.2,59.5,16.9,24.8,10.0,15.7,15.9,42.6,49.6,50.4,89.7,10.3,58.3,41.7,'17-18
13,14,Denver Nuggets,82,46,36,48.5,64.3,35.7,53.2,8.6,31.3,12.2,15.6,15.4,44.5,52.6,47.4,84.8,15.2,61.7,38.3,'17-18
14,15,Miami Heat,82,44,38,48.6,64.2,35.8,53.8,10.4,31.9,9.0,14.3,15.9,43.4,45.7,54.3,90.8,9.2,58.5,41.5,'17-18
15,15,Milwaukee Bucks,82,44,38,48.4,70.3,29.7,58.2,13.7,24.7,13.8,17.2,17.2,44.5,50.1,49.9,88.3,11.7,58.5,41.5,'17-18
16,17,Washington Wizards,82,43,39,48.4,69.0,31.0,56.3,16.7,27.9,10.9,15.8,16.2,39.6,54.8,45.2,88.0,12.0,63.1,36.9,'17-18
17,18,LA Clippers,82,42,40,48.1,68.6,31.4,56.5,8.6,26.1,12.2,17.4,14.5,47.9,50.2,49.8,72.6,27.4,55.5,44.5,'17-18
18,19,Detroit Pistons,82,39,43,48.3,66.7,33.3,54.6,12.6,31.2,10.4,14.2,16.0,42.0,46.5,53.5,88.9,11.1,58.2,41.8,'17-18
19,20,Charlotte Hornets,82,36,46,48.2,68.6,31.4,53.5,13.1,27.9,8.6,18.7,14.9,40.4,48.3,51.7,75.6,24.4,55.4,44.6,'17-18
20,21,Los Angeles Lakers,82,35,47,48.5,67.1,32.9,56.8,8.8,27.8,16.2,15.4,15.1,48.0,49.2,50.8,86.5,13.5,58.4,41.6,'17-18
21,22,New York Knicks,82,29,53,48.4,73.4,26.6,62.1,17.4,23.6,8.2,14.3,14.5,44.7,49.9,50.1,86.9,13.1,57.3,42.7,'17-18
22,23,Brooklyn Nets,82,28,54,48.4,58.9,41.1,47.9,6.8,35.7,10.0,16.3,13.3,41.1,50.7,49.3,84.4,15.6,61.9,38.1,'17-18
23,24,Chicago Bulls,82,27,55,48.4,65.0,35.0,53.6,13.1,32.2,11.4,14.1,14.6,40.6,51.0,49.0,84.8,15.2,60.7,39.3,'17-18
24,24,Sacramento Kings,82,27,55,48.2,72.2,27.8,60.2,16.2,27.3,10.6,12.4,15.4,44.0,47.7,52.3,81.7,18.3,55.6,44.4,'17-18
25,26,Orlando Magic,82,25,57,48.1,65.8,34.2,55.1,11.1,29.9,12.2,15.0,15.1,44.1,51.5,48.5,85.1,14.9,60.4,39.6,'17-18
26,27,Atlanta Hawks,82,24,58,48.1,63.7,36.3,52.2,12.3,32.5,10.0,15.3,17.2,40.0,52.0,48.0,86.8,13.2,62.2,37.8,'17-18
27,27,Dallas Mavericks,82,24,58,48.3,61.8,38.2,51.5,13.6,34.6,9.7,13.9,14.4,37.9,49.1,50.9,82.4,17.6,59.4,40.6,'17-18
28,29,Memphis Grizzlies,82,22,60,48.1,68.3,31.7,55.4,12.8,27.9,13.3,16.7,17.2,42.6,51.0,49.0,81.5,18.5,58.6,41.4,'17-18
29,30,Phoenix Suns,82,21,61,48.1,68.0,32.0,56.1,11.8,26.9,13.8,17.0,14.4,44.3,46.7,53.3,82.3,17.7,55.3,44.7,'17-18
0,1,Milwaukee Bucks,82,60,22,48.2,58.1,41.9,50.6,5.5,34.2,15.0,15.2,14.1,45.1,50.0,50.0,82.5,17.5,60.1,39.9,'18-19
1,2,Toronto Raptors,82,58,24,48.5,62.1,37.9,52.1,9.7,32.4,16.0,15.4,15.1,42.4,49.9,50.1,85.2,14.8,60.3,39.7,'18-19
2,3,Golden State Warriors,82,57,25,48.3,61.6,38.4,52.3,15.6,33.8,16.2,13.9,13.8,36.7,61.0,39.0,80.3,19.7,66.8,33.2,'18-19
3,4,Denver Nuggets,82,54,28,48.1,65.2,34.8,55.9,8.8,29.9,11.4,14.3,14.2,47.1,57.1,42.9,88.3,11.7,65.3,34.7,'18-19
4,5,Houston Rockets,82,53,29,48.4,48.1,51.9,40.6,3.6,42.5,10.6,16.9,15.8,37.0,48.2,51.8,62.6,37.4,54.1,45.9,'18-19
5,5,Portland Trail Blazers,82,53,29,48.4,66.1,33.9,54.6,11.6,28.8,9.6,16.6,13.1,43.0,47.2,52.8,74.9,25.1,54.4,45.6,'18-19
6,7,Philadelphia 76ers,82,51,31,48.3,65.8,34.2,53.3,10.4,28.2,13.0,18.4,13.3,42.9,54.6,45.4,93.7,6.3,64.8,35.2,'18-19
7,8,Utah Jazz,82,50,32,48.2,60.6,39.4,50.7,6.1,32.5,9.5,16.8,14.7,44.6,55.6,44.4,84.8,15.2,64.4,35.6,'18-19
8,9,Boston Celtics,82,49,33,48.2,61.9,38.1,52.5,12.7,33.6,14.5,13.9,16.1,39.8,52.7,47.3,85.4,14.6,62.4,37.6,'18-19
9,9,Oklahoma City Thunder,82,49,33,48.4,65.3,34.7,54.7,9.4,29.8,15.9,15.6,16.8,45.3,45.1,54.9,81.4,18.6,54.8,45.2,'18-19
10,11,Indiana Pacers,82,48,34,48.1,70.8,29.2,59.0,13.7,26.4,13.5,14.7,17.6,45.2,55.7,44.3,86.4,13.6,62.8,37.2,'18-19
11,11,LA Clippers,82,48,34,48.4,70.5,29.5,54.3,9.8,26.1,12.4,19.6,13.5,44.5,49.7,50.3,84.9,15.1,58.2,41.8,'18-19
12,11,San Antonio Spurs,82,48,34,48.3,71.4,28.6,58.0,19.3,26.6,9.3,15.4,12.6,38.7,49.4,50.6,86.5,13.5,58.0,42.0,'18-19
13,14,Brooklyn Nets,82,42,40,48.7,59.7,40.3,49.0,5.5,34.1,10.4,16.9,13.7,43.4,50.8,49.2,77.4,22.6,59.2,40.8,'18-19
14,14,Orlando Magic,82,42,40,48.2,64.0,36.0,54.1,13.0,31.9,10.1,14.0,14.2,41.0,55.3,44.7,83.2,16.8,63.2,36.8,'18-19
15,16,Detroit Pistons,82,41,41,48.4,60.6,39.4,49.9,8.1,33.9,9.4,16.1,14.8,41.9,46.5,53.5,83.1,16.9,57.9,42.1,'18-19
16,17,Charlotte Hornets,82,39,43,48.4,62.2,37.8,51.1,8.9,32.3,10.6,16.6,14.5,42.2,49.4,50.6,77.7,22.3,57.8,42.2,'18-19
17,17,Miami Heat,82,39,43,48.1,63.2,36.8,53.6,7.3,32.1,9.4,14.3,14.7,46.3,50.5,49.5,88.0,12.0,61.2,38.8,'18-19
18,17,Sacramento Kings,82,39,43,48.1,67.9,32.1,55.8,10.4,29.7,18.3,14.5,16.9,45.4,50.7,49.3,81.8,18.2,58.8,41.2,'18-19
19,20,Los Angeles Lakers,82,37,45,48.2,65.8,34.2,57.7,7.9,27.7,17.3,14.6,15.0,49.8,53.9,46.1,79.3,20.7,60.0,40.0,'18-19
20,21,Minnesota Timberwolves,82,36,46,48.4,68.5,31.5,56.1,12.1,26.9,10.4,17.0,15.5,44.0,50.5,49.5,86.2,13.8,59.1,40.9,'18-19
21,22,Dallas Mavericks,82,33,49,48.2,57.8,42.2,48.4,7.5,34.3,11.3,17.3,13.4,40.9,50.6,49.4,80.6,19.4,60.3,39.7,'18-19
22,22,Memphis Grizzlies,82,33,49,48.5,65.8,34.2,54.2,9.5,28.7,11.9,17.1,16.6,44.8,56.2,43.8,82.6,17.4,63.1,36.9,'18-19
23,22,New Orleans Pelicans,82,33,49,48.2,67.6,32.4,57.9,7.4,26.7,12.8,15.4,14.0,50.4,54.2,45.8,86.9,13.1,61.9,38.1,'18-19
24,25,Washington Wizards,82,32,50,48.6,63.0,37.0,54.0,10.1,29.8,12.4,16.1,15.5,43.9,53.3,46.7,86.8,13.2,62.3,37.7,'18-19
25,26,Atlanta Hawks,82,29,53,48.4,59.7,40.3,50.0,4.9,34.4,13.4,15.5,15.0,45.1,53.3,46.7,82.4,17.6,62.4,37.6,'18-19
26,27,Chicago Bulls,82,22,60,48.5,70.5,29.5,58.6,10.2,26.0,11.5,15.4,14.5,48.4,46.5,53.5,83.8,16.2,55.0,45.0,'18-19
27,28,Cleveland Cavaliers,82,19,63,48.2,66.8,33.2,54.7,12.1,29.7,10.1,15.7,13.8,42.6,43.5,56.5,80.2,19.8,53.2,46.8,'18-19
28,28,Phoenix Suns,82,19,63,48.5,66.5,33.5,56.7,10.4,26.9,14.1,16.4,17.0,46.3,52.8,47.2,80.8,19.2,59.5,40.5,'18-19
29,30,New York Knicks,82,17,65,48.2,66.6,33.4,53.9,11.8,28.8,10.6,17.3,14.1,42.1,41.8,58.2,82.6,17.4,52.5,47.5,'18-19
0,1,Milwaukee Bucks,73,56,17,48.2,57.2,42.8,49.7,8.2,34.9,15.1,15.4,14.0,41.5,49.8,50.2,81.1,18.9,59.8,40.2,'19-20
1,2,Toronto Raptors,72,53,19,48.3,57.9,42.1,46.9,5.4,36.8,16.7,16.4,17.3,41.5,53.0,47.0,81.1,18.9,62.7,37.3,'19-20
2,3,Los Angeles Lakers,71,52,19,48.1,64.2,35.8,55.2,8.7,29.1,16.2,15.6,16.7,46.5,51.8,48.2,83.1,16.9,60.0,40.0,'19-20
3,4,LA Clippers,72,49,23,48.3,62.5,37.5,50.1,9.0,32.1,11.8,17.9,15.4,41.0,46.5,53.5,81.8,18.2,57.1,42.9,'19-20
4,5,Boston Celtics,72,48,24,48.4,61.4,38.6,50.5,8.5,33.2,13.4,16.3,15.5,42.0,49.1,50.9,70.7,29.3,55.7,44.3,'19-20
5,6,Denver Nuggets,73,46,27,48.6,65.6,34.4,55.8,11.1,29.6,10.6,14.6,14.9,44.7,56.0,44.0,85.3,14.7,63.6,36.4,'19-20
6,7,Indiana Pacers,73,45,28,48.3,68.3,31.7,58.4,13.3,27.9,11.7,13.7,15.8,45.1,53.3,46.7,86.7,13.3,61.4,38.6,'19-20
7,8,Houston Rockets,72,44,28,48.3,49.9,50.1,42.7,3.7,39.8,12.4,17.5,16.1,38.9,43.0,57.0,69.2,30.8,53.0,47.0,'19-20
8,8,Miami Heat,73,44,29,48.6,58.1,41.9,46.5,7.3,35.9,10.1,17.6,14.5,39.1,55.8,44.2,84.9,15.1,65.7,34.3,'19-20
9,8,Oklahoma City Thunder,72,44,28,48.4,64.7,35.3,53.1,11.7,29.1,8.6,17.9,15.3,41.4,45.7,54.3,77.8,22.2,54.3,45.7,'19-20
10,8,Utah Jazz,72,44,28,48.2,58.6,41.4,48.0,5.7,36.1,9.4,15.9,12.8,42.3,45.2,54.8,77.5,22.5,56.0,44.0,'19-20
11,12,Dallas Mavericks,75,43,32,48.5,54.3,45.7,45.3,7.0,38.8,10.0,15.9,12.4,38.3,48.3,51.7,78.3,21.7,59.2,40.8,'19-20
12,12,Philadelphia 76ers,73,43,30,48.2,64.0,36.0,53.2,10.3,31.5,12.2,15.3,14.4,42.9,51.6,48.4,91.3,8.7,62.8,37.2,'19-20
13,14,Brooklyn Nets,72,35,37,48.6,57.7,42.3,48.9,4.5,35.1,11.7,16.0,13.2,44.3,51.8,48.2,78.9,21.1,60.6,39.4,'19-20
14,14,Portland Trail Blazers,74,35,39,48.2,62.6,37.4,51.0,12.2,33.6,11.4,15.4,12.4,38.8,40.9,59.1,66.9,33.1,48.8,51.2,'19-20
15,16,Memphis Grizzlies,73,34,39,48.1,65.4,34.6,56.1,6.5,29.1,15.2,14.7,15.2,49.6,54.7,45.3,88.0,12.0,63.3,36.7,'19-20
16,16,Phoenix Suns,73,34,39,48.2,63.9,36.1,52.4,10.4,30.1,12.9,17.5,16.2,42.0,57.4,42.6,88.9,11.1,66.1,33.9,'19-20
